Ano de eleição,Município,Partido,Código município,Nome candidato,Situação totalização,Votos nominais,Nome_deputado_padronizado,MUNICIPIO PADRONIZADO
2022,CORONEL BICACO,MDB,86150,VILMAR PERIN ZANCHIN,Eleito,0,VILMAR PERIN ZANCHIN,CORONEL BICACO
2022,SÃO PAULO DAS MISSÕES,PT,88897,LEONEL GUTERRES RADDE,Eleito,11,LEONEL GUTERRES RADDE,SAO PAULO DAS MISSÕES
2022,PONTÃO,PT,87424,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,PONTAO
2022,PONTÃO,PT,87424,LEONEL GUTERRES RADDE,Eleito,2,LEONEL GUTERRES RADDE,PONTAO
2022,SÃO JOÃO DO POLÊSINE,PT,87700,LEONEL GUTERRES RADDE,Eleito,5,LEONEL GUTERRES RADDE,SAO JOAO DO POLESINE
2022,NOVO HAMBURGO,PT,87718,LEONEL GUTERRES RADDE,Eleito,946,LEONEL GUTERRES RADDE,NOVO HAMBURGO
2022,JÚLIO DE CASTILHOS,PL,87254,ADRIANA VIEIRA LARA,Eleito,6,ADRIANA VIEIRA LARA,JULIO DE CASTILHOS
2022,GRAMADO,PSOL,86819,LUCIANA KREBS GENRO,Eleito,299,LUCIANA KREBS GENRO,GRAMADO
2022,ESPERANÇA DO SUL,PSOL,88285,MATHEUS PEREIRA GOMES,Eleito,1,MATHEUS PEREIRA GOMES,ESPERANCA DO SUL
2022,CRUZEIRO DO SUL,PODE,86215,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,3,CLAUDIO MAXIMILIANO BRANCHIERI,CRUZEIRO DO SUL
2022,CANELA,PODE,85855,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,222,CLAUDIO MAXIMILIANO BRANCHIERI,CANELA
2022,CRUZ ALTA,UNIÃO,86193,RUY ALMEIDA IRIGARAY,Suplente,49,RUY IRIGARAY,CRUZ ALTA
2022,SALVADOR DAS MISSÕES,PODE,87580,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,5,CLAUDIO MAXIMILIANO BRANCHIERI,SALVADOR DAS MISSÕES
2022,FAZENDA VILANOVA,PL,88366,APARECIDO MACEDO,Suplente,5,CAPITAO MACEDO,FAZENDA VILANOVA
2022,ERECHIM,MDB,86371,RAFAEL BRAGA LIBRELOTTO,Suplente,8,RAFAEL BRAGA,ERECHIM
2022,PINHEIRO MACHADO,PL,87939,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,PINHEIRO MACHADO
2022,JARI,PL,88587,NEIVA TERESINHA MARQUES,Eleito,1,KELLY MORAES,JARI
2022,ENCANTADO,PT,86339,GILBERTO JOSÉ SPIER VARGAS,Eleito,314,GILBERTO JOSE SPIER VARGAS,ENCANTADO
2022,ALEGRIA,PT,85545,GILBERTO JOSÉ SPIER VARGAS,Eleito,0,GILBERTO JOSE SPIER VARGAS,ALEGRIA
2022,EREBANGO,PT,85081,GILBERTO JOSÉ SPIER VARGAS,Eleito,0,GILBERTO JOSE SPIER VARGAS,EREBANGO
2022,CACEQUI,PT,85570,JEFERSON OLIVEIRA FERNANDES,Eleito,24,JEFERSON OLIVEIRA FERNANDES,CACEQUI
2022,BROCHIER,PL,85065,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,BROCHIER
2022,CAMAQUÃ,PSOL,85693,LUCIANA KREBS GENRO,Eleito,300,LUCIANA KREBS GENRO,CAMAQUA
2022,BARRA DO QUARAÍ,PSOL,88625,LUCIANA KREBS GENRO,Eleito,13,LUCIANA KREBS GENRO,BARRA DO QUARAI
2022,CHIAPETTA,PSOL,86053,LUCIANA KREBS GENRO,Eleito,7,LUCIANA KREBS GENRO,CHIAPETTA
2022,CAPÃO DO LEÃO,PSOL,89737,LUCIANA KREBS GENRO,Eleito,90,LUCIANA KREBS GENRO,CAPAO DO LEAO
2022,SILVEIRA MARTINS,MDB,84956,LUCIANO DA SILVA SILVEIRA,Eleito,2,LUCIANO DA SILVA SILVEIRA,SILVEIRA MARTINS
2022,ARROIO DO SAL,PP,85308,FREDERICO CANTORI ANTUNES,Eleito,3,FREDERICO CANTORI ANTUNES,ARROIO DO SAL
2022,GARIBALDI,PP,86690,ERNANI POLO,Eleito,40,ERNANI POLO,GARIBALDI
2022,ALPESTRE,PP,85090,ERNANI POLO,Eleito,0,ERNANI POLO,ALPESTRE
2022,ARROIO DO SAL,PP,85308,ERNANI POLO,Eleito,31,ERNANI POLO,ARROIO DO SAL
2022,CANDELÁRIA,PP,85812,ERNANI POLO,Eleito,8,ERNANI POLO,CANDELARIA
2022,HARMONIA,MDB,85189,JUVIR COSTELLA,Eleito,4,JUVIR COSTELLA,HARMONIA
2022,ARROIO GRANDE,PT,85251,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,1,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,ARROIO GRANDE
2022,BARÃO DE COTEGIPE,PT,85332,SOFIA CAVEDON NUNES,Eleito,0,SOFIA CAVEDON NUNES,BARAO DE COTEGIPE
2022,MANOEL VIANA,MDB,86940,PATRICIA BAZOTTI,Eleito,0,PATRICIA BAZOTTI,MANOEL VIANA
2022,VALE VERDE,MDB,88668,LUCIANO DA SILVA SILVEIRA,Eleito,67,LUCIANO DA SILVA SILVEIRA,VALE VERDE
2022,CAMPOS BORGES,UNIÃO,85200,RUY ALMEIDA IRIGARAY,Suplente,7,RUY IRIGARAY,CAMPOS BORGES
2022,SÃO LEOPOLDO,PSDB,88773,CARLOS HENRIQUE BASTOS D AVILA,Eleito,183,CARLOS HENRIQUE BASTOS D AVILA,SAO LEOPOLDO
2022,SÃO LEOPOLDO,PSDB,88773,CARLOS HENRIQUE BASTOS D AVILA,Eleito,156,CARLOS HENRIQUE BASTOS D AVILA,SAO LEOPOLDO
2022,PINHEIRO MACHADO,PSDB,87939,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,PINHEIRO MACHADO
2022,GENERAL CÂMARA,MDB,86738,VILMAR PERIN ZANCHIN,Eleito,1,VILMAR PERIN ZANCHIN,GENERAL CAMARA
2022,CAPITÃO,MDB,86509,VILMAR PERIN ZANCHIN,Eleito,189,VILMAR PERIN ZANCHIN,CAPITAO
2022,CARAÁ,MDB,88340,VILMAR PERIN ZANCHIN,Eleito,3,VILMAR PERIN ZANCHIN,CARAA
2022,CAMPINA DAS MISSÕES,PODE,85731,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,4,CLAUDIO MAXIMILIANO BRANCHIERI,CAMPINA DAS MISSÕES
2022,VALE REAL,PT,88080,LEONEL GUTERRES RADDE,Eleito,4,LEONEL GUTERRES RADDE,VALE REAL
2022,MARIANO MORO,PT,87416,STELA BEATRIZ FARIAS LOPES,Eleito,1,STELA BEATRIZ FARIAS LOPES,MARIANO MORO
2022,CARLOS BARBOSA,PODE,85936,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,604,CLAUDIO MAXIMILIANO BRANCHIERI,CARLOS BARBOSA
2022,ITAQUI,PSOL,87130,LUCIANA KREBS GENRO,Eleito,176,LUCIANA KREBS GENRO,ITAQUI
2022,QUATRO IRMÃOS,PSOL,89389,MATHEUS PEREIRA GOMES,Eleito,0,MATHEUS PEREIRA GOMES,QUATRO IRMAOS
2022,TOROPI,MDB,88900,JUVIR COSTELLA,Eleito,0,JUVIR COSTELLA,TOROPI
2022,BENTO GONÇALVES,PODE,85413,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,425,CLAUDIO MAXIMILIANO BRANCHIERI,BENTO GONCALVES
2022,SÃO VICENTE DO SUL,MDB,86754,LUCIANO DA SILVA SILVEIRA,Eleito,7,LUCIANO DA SILVA SILVEIRA,SAO VICENTE DO SUL
2022,PRESIDENTE LUCENA,MDB,87505,LUCIANO DA SILVA SILVEIRA,Eleito,1,LUCIANO DA SILVA SILVEIRA,PRESIDENTE LUCENA
2022,CATUÍPE,PSDB,85979,ZILÁ MARIA BREITENBACH,Suplente,0,ZILA BREITENBACH,CATUIPE
2022,ROCA SALES,PL,88196,NEIVA TERESINHA MARQUES,Eleito,7,KELLY MORAES,ROCA SALES
2022,MATO CASTELHANO,PL,87025,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,MATO CASTELHANO
2022,TUPANCIRETÃ,PDT,89478,AIRTON LUIZ ARTUS,Suplente,0,AIRTON ARTUS,TUPANCIRETA
2022,NÃO-ME-TOQUE,PP,87556,FREDERICO CANTORI ANTUNES,Eleito,6,FREDERICO CANTORI ANTUNES,NAO-ME-TOQUE
2022,PONTÃO,PP,87424,FREDERICO CANTORI ANTUNES,Eleito,0,FREDERICO CANTORI ANTUNES,PONTAO
2022,PONTE PRETA,PP,87440,FREDERICO CANTORI ANTUNES,Eleito,0,FREDERICO CANTORI ANTUNES,PONTE PRETA
2022,SÃO JOÃO DO POLÊSINE,PP,87700,FREDERICO CANTORI ANTUNES,Eleito,1,FREDERICO CANTORI ANTUNES,SAO JOAO DO POLESINE
2022,IGREJINHA,PT,87033,ADÃO PRETTO FILHO,Eleito,29,ADAO PRETTO FILHO,IGREJINHA
2022,VILA NOVA DO SUL,PT,88102,ADÃO PRETTO FILHO,Eleito,1,ADAO PRETTO FILHO,VILA NOVA DO SUL
2022,TAQUARI,PT,89290,ADÃO PRETTO FILHO,Eleito,4,ADAO PRETTO FILHO,TAQUARI
2022,PORTO LUCENA,PT,88030,ADÃO PRETTO FILHO,Eleito,6,ADAO PRETTO FILHO,PORTO LUCENA
2022,JAGUARÃO,PT,87211,ADÃO PRETTO FILHO,Eleito,77,ADAO PRETTO FILHO,JAGUARAO
2022,HERVEIRAS,PL,88323,RODRIGO MARQUES LORENZONI,Eleito,0,RODRIGO MARQUES LORENZONI,HERVEIRAS
2022,IBIRUBÁ,PL,87017,RODRIGO MARQUES LORENZONI,Eleito,156,RODRIGO MARQUES LORENZONI,IBIRUBA
2022,IBIAÇÁ,PT,86975,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,3,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,IBIACA
2022,JAGUARI,PT,87238,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,510,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,JAGUARI
2022,ENTRE-IJUÍS,PT,85103,GILBERTO JOSÉ SPIER VARGAS,Eleito,1,GILBERTO JOSE SPIER VARGAS,ENTRE-IJUIS
2022,ALPESTRE,PT,85090,LUIZ FERNANDO MAINARDI,Eleito,3,LUIZ FERNANDO MAINARDI,ALPESTRE
2022,CAMPOS BORGES,MDB,85200,VILMAR PERIN ZANCHIN,Eleito,0,VILMAR PERIN ZANCHIN,CAMPOS BORGES
2022,COQUEIROS DO SUL,PT,86606,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,COQUEIROS DO SUL
2022,COLORADO,PT,86096,LEONEL GUTERRES RADDE,Eleito,2,LEONEL GUTERRES RADDE,COLORADO
2022,FELIZ,PT,86592,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,6,ZE NUNES,FELIZ
2022,BARRA DO RIBEIRO,PT,85375,STELA BEATRIZ FARIAS LOPES,Eleito,538,STELA BEATRIZ FARIAS LOPES,BARRA DO RIBEIRO
2022,ESTRELA VELHA,PL,88404,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,ESTRELA VELHA
2022,ESPUMOSO,PL,86479,EDERILDO PAPARICO BACCHI,Eleito,45,EDERILDO PAPARICO BACCHI,ESPUMOSO
2022,PASSA SETE,PT,88889,JEFERSON OLIVEIRA FERNANDES,Eleito,0,JEFERSON OLIVEIRA FERNANDES,PASSA SETE
2022,SÃO MARTINHO,PT,88854,JEFERSON OLIVEIRA FERNANDES,Eleito,141,JEFERSON OLIVEIRA FERNANDES,SAO MARTINHO
2022,SALVADOR DO SUL,PT,88331,LUIZ FERNANDO MAINARDI,Eleito,4,LUIZ FERNANDO MAINARDI,SALVADOR DO SUL
2022,BENTO GONÇALVES,MDB,85413,ROBERTO FANTINEL,Eleito,40,ROBERTO FANTINEL,BENTO GONCALVES
2022,RESTINGA SÊCA,PT,88137,GILBERTO JOSÉ SPIER VARGAS,Eleito,3,GILBERTO JOSE SPIER VARGAS,RESTINGA SECA
2022,JAQUIRANA,PT,84905,JEFERSON OLIVEIRA FERNANDES,Eleito,0,JEFERSON OLIVEIRA FERNANDES,JAQUIRANA
2022,ITATIBA DO SUL,PT,87157,FERNANDO STEPHAN MARRONI,Suplente,0,FERNANDO MARRONI,ITATIBA DO SUL
2022,SÉRIO,PT,87904,FERNANDO STEPHAN MARRONI,Suplente,0,FERNANDO MARRONI,SERIO
2022,IVOTI,PT,87173,FERNANDO STEPHAN MARRONI,Suplente,4,FERNANDO MARRONI,IVOTI
2022,SALVADOR DO SUL,PT,88331,FERNANDO STEPHAN MARRONI,Suplente,4,FERNANDO MARRONI,SALVADOR DO SUL
2022,PASSO FUNDO,PT,87858,FERNANDO STEPHAN MARRONI,Suplente,17,FERNANDO MARRONI,PASSO FUNDO
2022,SALTO DO JACUÍ,PSDB,89753,ZILÁ MARIA BREITENBACH,Suplente,4,ZILA BREITENBACH,SALTO DO JACUI
2022,ALVORADA,MDB,85111,CLAIR TOMÉ KUHN,Suplente,8,CLAIR KUHN,ALVORADA
2022,ARROIO DO TIGRE,PODE,85235,CLAUDIO MAXIMILIANO BRANCHIERI,Eleito,8,CLAUDIO MAXIMILIANO BRANCHIERI,ARROIO DO TIGRE
2022,CAPELA DE SANTANA,REPUBLICANOS,84891,FRANCIS SOMENSI,Suplente,46,FRAN SOMENSI,CAPELA DE SANTANA
2022,SERAFINA CORRÊA,PSOL,89095,LUCIANA KREBS GENRO,Eleito,48,LUCIANA KREBS GENRO,SERAFINA CORREA
2022,ROSÁRIO DO SUL,PSOL,88315,LUCIANA KREBS GENRO,Eleito,217,LUCIANA KREBS GENRO,ROSARIO DO SUL
2022,PORTO VERA CRUZ,MDB,87483,ROBERTO FANTINEL,Eleito,0,ROBERTO FANTINEL,PORTO VERA CRUZ
2022,RESTINGA SÊCA,PT,88137,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,777,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,RESTINGA SECA
2022,TAQUARA,PT,89273,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,8,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,TAQUARA
2022,SANTANA DA BOA VISTA,REPUBLICANOS,88439,FRANCIS SOMENSI,Suplente,0,FRAN SOMENSI,SANTANA DA BOA VISTA
2022,AGUDO,PODE,85014,JOSE AIRTON RIBEIRO DE LIMA,Suplente,30,AIRTON LIMA,AGUDO
2022,GUABIJU,PL,84867,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,GUABIJU
2022,CARLOS GOMES,PP,86525,ISSUR ISRAEL KOCH,Suplente,0,ISSUR KOCH,CARLOS GOMES
2022,BARRA DO RIBEIRO,PP,85375,ISSUR ISRAEL KOCH,Suplente,4,ISSUR KOCH,BARRA DO RIBEIRO
2022,ALEGRETE,PP,85073,ISSUR ISRAEL KOCH,Suplente,2,ISSUR KOCH,ALEGRETE
2022,SANTA CECÍLIA DO SUL,PSDB,89247,MATEUS JOSE DE LIMA WESP,Suplente,4,MATEUS WESP,SANTA CECILIA DO SUL
2022,VANINI,MDB,84913,ROBERTO FANTINEL,Eleito,0,ROBERTO FANTINEL,VANINI
2022,NONOAI,PP,87572,FREDERICO CANTORI ANTUNES,Eleito,3,FREDERICO CANTORI ANTUNES,NONOAI
2022,INDEPENDÊNCIA,PP,87092,FREDERICO CANTORI ANTUNES,Eleito,0,FREDERICO CANTORI ANTUNES,INDEPENDENCIA
2022,SÃO GABRIEL,PL,88692,RODRIGO MARQUES LORENZONI,Eleito,195,RODRIGO MARQUES LORENZONI,SAO GABRIEL
2022,RONDA ALTA,PL,88250,NEIVA TERESINHA MARQUES,Eleito,2,KELLY MORAES,RONDA ALTA
2022,SANTA CRUZ DO SUL,PT,88390,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,397,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,SANTA CRUZ DO SUL
2022,FAXINALZINHO,PT,86029,GILBERTO JOSÉ SPIER VARGAS,Eleito,0,GILBERTO JOSE SPIER VARGAS,FAXINALZINHO
2022,GARIBALDI,PT,86690,GILBERTO JOSÉ SPIER VARGAS,Eleito,1219,GILBERTO JOSE SPIER VARGAS,GARIBALDI
2022,CANGUÇU,PT,85871,GILBERTO JOSÉ SPIER VARGAS,Eleito,1,GILBERTO JOSE SPIER VARGAS,CANGUCU
2022,CAMPESTRE DA SERRA,PT,86460,GILBERTO JOSÉ SPIER VARGAS,Eleito,59,GILBERTO JOSE SPIER VARGAS,CAMPESTRE DA SERRA
2022,NOVA PRATA,MDB,87696,JUVIR COSTELLA,Eleito,2,JUVIR COSTELLA,NOVA PRATA
2022,ARROIO DO MEIO,PT,85197,JEFERSON OLIVEIRA FERNANDES,Eleito,23,JEFERSON OLIVEIRA FERNANDES,ARROIO DO MEIO
2022,ACEGUÁ,PT,88986,JEFERSON OLIVEIRA FERNANDES,Eleito,1,JEFERSON OLIVEIRA FERNANDES,ACEGUA
2022,BOM PROGRESSO,MDB,86444,ROBERTO FANTINEL,Eleito,60,ROBERTO FANTINEL,BOM PROGRESSO
2022,NÃO-ME-TOQUE,MDB,87556,ROBERTO FANTINEL,Eleito,5,ROBERTO FANTINEL,NAO-ME-TOQUE
2022,PINHAL GRANDE,MDB,87386,ROBERTO FANTINEL,Eleito,422,ROBERTO FANTINEL,PINHAL GRANDE
2022,PINHAL,MDB,85340,ROBERTO FANTINEL,Eleito,12,ROBERTO FANTINEL,PINHAL
2022,IVORÁ,MDB,85626,VILMAR PERIN ZANCHIN,Eleito,30,VILMAR PERIN ZANCHIN,IVORA
2022,CAPITÃO,PT,86509,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,CAPITAO
2022,CERRO LARGO,PL,86010,ADRIANA VIEIRA LARA,Eleito,2,ADRIANA VIEIRA LARA,CERRO LARGO
2022,BOM PROGRESSO,PL,86444,EDERILDO PAPARICO BACCHI,Eleito,4,EDERILDO PAPARICO BACCHI,BOM PROGRESSO
2022,TRAMANDAÍ,MDB,89354,JUVIR COSTELLA,Eleito,176,JUVIR COSTELLA,TRAMANDAI
2022,PASSO FUNDO,PT,87858,JEFERSON OLIVEIRA FERNANDES,Eleito,161,JEFERSON OLIVEIRA FERNANDES,PASSO FUNDO
2022,ITATIBA DO SUL,PT,87157,LUIZ FERNANDO MAINARDI,Eleito,3,LUIZ FERNANDO MAINARDI,ITATIBA DO SUL
2022,MOSTARDAS,MDB,87513,PATRICIA BAZOTTI,Eleito,14,PATRICIA BAZOTTI,MOSTARDAS
2022,SÃO VALÉRIO DO SUL,PT,87866,JEFERSON OLIVEIRA FERNANDES,Eleito,38,JEFERSON OLIVEIRA FERNANDES,SAO VALERIO DO SUL
2022,QUARAÍ,PT,88099,JEFERSON OLIVEIRA FERNANDES,Eleito,121,JEFERSON OLIVEIRA FERNANDES,QUARAI
2022,JAGUARI,PT,87238,JEFERSON OLIVEIRA FERNANDES,Eleito,44,JEFERSON OLIVEIRA FERNANDES,JAGUARI
2022,TUPANCI DO SUL,PT,88021,JEFERSON OLIVEIRA FERNANDES,Eleito,0,JEFERSON OLIVEIRA FERNANDES,TUPANCI DO SUL
2022,VACARIA,PSDB,89532,ZILÁ MARIA BREITENBACH,Suplente,11,ZILA BREITENBACH,VACARIA
2022,PORTO ALEGRE,PP,88013,MARCUS VINÍCIUS VIEIRA DE ALMEIDA,Eleito,72,MARCUS VINICIUS VIEIRA DE ALMEIDA,PORTO ALEGRE
2022,SENADOR SALGADO FILHO,PP,88765,ERNANI POLO,Eleito,405,ERNANI POLO,SENADOR SALGADO FILHO
2022,MORRINHOS DO SUL,PSOL,87122,LUCIANA KREBS GENRO,Eleito,14,LUCIANA KREBS GENRO,MORRINHOS DO SUL
2022,SÃO MARTINHO,PP,88854,GUILHERME RECH PASIN,Eleito,1,GUILHERME RECH PASIN,SAO MARTINHO
2022,EUGÊNIO DE CASTRO,PSOL,85448,LUCIANA KREBS GENRO,Eleito,4,LUCIANA KREBS GENRO,EUGENIO DE CASTRO
2022,ESTRELA,PT,86533,JEFERSON OLIVEIRA FERNANDES,Eleito,21,JEFERSON OLIVEIRA FERNANDES,ESTRELA
2022,PONTE PRETA,MDB,87440,ROBERTO FANTINEL,Eleito,0,ROBERTO FANTINEL,PONTE PRETA
2022,ARROIO GRANDE,PT,85251,LUIZ FERNANDO MAINARDI,Eleito,226,LUIZ FERNANDO MAINARDI,ARROIO GRANDE
2022,JABOTICABA,MDB,84786,ROBERTO FANTINEL,Eleito,10,ROBERTO FANTINEL,JABOTICABA
2022,PONTE PRETA,MDB,87440,JUVIR COSTELLA,Eleito,8,JUVIR COSTELLA,PONTE PRETA
2022,CAMPINA DAS MISSÕES,MDB,85731,VILMAR PERIN ZANCHIN,Eleito,0,VILMAR PERIN ZANCHIN,CAMPINA DAS MISSÕES
2022,CAMPINAS DO SUL,PL,85758,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,CAMPINAS DO SUL
2022,CANUDOS DO VALE,MDB,89109,JUVIR COSTELLA,Eleito,48,JUVIR COSTELLA,CANUDOS DO VALE
2022,PROGRESSO,PT,84760,FERNANDO STEPHAN MARRONI,Suplente,3,FERNANDO MARRONI,PROGRESSO
2022,SANT'ANA DO LIVRAMENTO,PT,88455,FERNANDO STEPHAN MARRONI,Suplente,12,FERNANDO MARRONI,SANT'ANA DO LIVRAMENTO
2022,MAMPITUBA,PDT,88943,AIRTON LUIZ ARTUS,Suplente,0,AIRTON ARTUS,MAMPITUBA
2022,SANTA CRUZ DO SUL,PDT,88390,AIRTON LUIZ ARTUS,Suplente,1148,AIRTON ARTUS,SANTA CRUZ DO SUL
2022,SEDE NOVA,PSOL,85707,MATHEUS PEREIRA GOMES,Eleito,0,MATHEUS PEREIRA GOMES,SEDE NOVA
2022,PELOTAS,PSOL,87912,MATHEUS PEREIRA GOMES,Eleito,401,MATHEUS PEREIRA GOMES,PELOTAS
2022,HUMAITÁ,PSOL,86959,MATHEUS PEREIRA GOMES,Eleito,2,MATHEUS PEREIRA GOMES,HUMAITA
2022,PALMITINHO,PT,87793,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,2,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PALMITINHO
2022,GUABIJU,PL,84867,RODRIGO MARQUES LORENZONI,Eleito,13,RODRIGO MARQUES LORENZONI,GUABIJU
2022,PORTO ALEGRE,PL,88013,NEIVA TERESINHA MARQUES,Eleito,54,KELLY MORAES,PORTO ALEGRE
2022,NOVA PETRÓPOLIS,REPUBLICANOS,87670,FRANCIS SOMENSI,Suplente,157,FRAN SOMENSI,NOVA PETROPOLIS
2022,PIRATINI,UNIÃO,87955,THIAGO PEREIRA DUARTE,Eleito,0,THIAGO PEREIRA DUARTE,PIRATINI
2022,PEDRO OSÓRIO,UNIÃO,87874,THIAGO PEREIRA DUARTE,Eleito,4,THIAGO PEREIRA DUARTE,PEDRO OSORIO
2022,MATO QUEIMADO,UNIÃO,89303,THIAGO PEREIRA DUARTE,Eleito,0,THIAGO PEREIRA DUARTE,MATO QUEIMADO
2022,BARRA DO GUARITA,UNIÃO,86363,THIAGO PEREIRA DUARTE,Eleito,0,THIAGO PEREIRA DUARTE,BARRA DO GUARITA
2022,ESPERANÇA DO SUL,UNIÃO,88285,THIAGO PEREIRA DUARTE,Eleito,3,THIAGO PEREIRA DUARTE,ESPERANCA DO SUL
2022,FORTALEZA DOS VALOS,UNIÃO,98272,THIAGO PEREIRA DUARTE,Eleito,0,THIAGO PEREIRA DUARTE,FORTALEZA DOS VALOS
2022,HULHA NEGRA,PSDB,86800,MATEUS JOSE DE LIMA WESP,Suplente,5,MATEUS WESP,HULHA NEGRA
2022,PORTO ALEGRE,PP,88013,MARCUS VINÍCIUS VIEIRA DE ALMEIDA,Eleito,103,MARCUS VINICIUS VIEIRA DE ALMEIDA,PORTO ALEGRE
2022,SENADOR SALGADO FILHO,PP,88765,GUILHERME RECH PASIN,Eleito,0,GUILHERME RECH PASIN,SENADOR SALGADO FILHO
2022,TAPERA,PP,89230,SILVANA MARIA FRANCISCATTO COVATTI,Eleito,65,SILVANA MARIA FRANCISCATTO COVATTI,TAPERA
2022,TAPERA,PP,89230,MARCUS VINÍCIUS VIEIRA DE ALMEIDA,Eleito,1,MARCUS VINICIUS VIEIRA DE ALMEIDA,TAPERA
2022,TENENTE PORTELA,PP,89311,SILVANA MARIA FRANCISCATTO COVATTI,Eleito,535,SILVANA MARIA FRANCISCATTO COVATTI,TENENTE PORTELA
2022,LINHA NOVA,PSOL,86924,LUCIANA KREBS GENRO,Eleito,16,LUCIANA KREBS GENRO,LINHA NOVA
2022,CORONEL PILAR,PL,89184,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,CORONEL PILAR
2022,CORONEL BICACO,PL,86150,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,CORONEL BICACO
2022,ITAARA,PSOL,88382,LUCIANA KREBS GENRO,Eleito,30,LUCIANA KREBS GENRO,ITAARA
2022,SÃO JOSÉ DO INHACORÁ,PP,87742,GUILHERME RECH PASIN,Eleito,0,GUILHERME RECH PASIN,SAO JOSE DO INHACORA
2022,DOUTOR RICARDO,PP,88307,ERNANI POLO,Eleito,2,ERNANI POLO,DOUTOR RICARDO
2022,BAGÉ,PP,85316,ERNANI POLO,Eleito,47,ERNANI POLO,BAGE
2022,SANTA CLARA DO SUL,PL,87602,NEIVA TERESINHA MARQUES,Eleito,180,KELLY MORAES,SANTA CLARA DO SUL
2022,SANTO CRISTO,PL,88617,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,SANTO CRISTO
2022,ITACURUBI,PSDB,85901,ZILÁ MARIA BREITENBACH,Suplente,0,ZILA BREITENBACH,ITACURUBI
2022,BARRA DO RIO AZUL,MDB,86380,CLAIR TOMÉ KUHN,Suplente,1,CLAIR KUHN,BARRA DO RIO AZUL
2022,SÃO VALENTIM,PT,88978,JEFERSON OLIVEIRA FERNANDES,Eleito,1,JEFERSON OLIVEIRA FERNANDES,SAO VALENTIM
2022,CÂNDIDO GODÓI,PL,85839,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,CANDIDO GODOI
2022,SÃO PEDRO DAS MISSÕES,PT,89486,LUIZ FERNANDO MAINARDI,Eleito,3,LUIZ FERNANDO MAINARDI,SAO PEDRO DAS MISSÕES
2022,TERRA DE AREIA,MDB,85162,PATRICIA BAZOTTI,Eleito,11,PATRICIA BAZOTTI,TERRA DE AREIA
2022,FELIZ,PL,86592,ADRIANA VIEIRA LARA,Eleito,2,ADRIANA VIEIRA LARA,FELIZ
2022,CRUZALTENSE,PSOL,89206,LUCIANA KREBS GENRO,Eleito,9,LUCIANA KREBS GENRO,CRUZALTENSE
2022,VILA NOVA DO SUL,PSOL,88102,LUCIANA KREBS GENRO,Eleito,37,LUCIANA KREBS GENRO,VILA NOVA DO SUL
2022,SANTANA DA BOA VISTA,PT,88439,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,86,ZE NUNES,SANTANA DA BOA VISTA
2022,LINDOLFO COLLOR,PSOL,86908,MATHEUS PEREIRA GOMES,Eleito,3,MATHEUS PEREIRA GOMES,LINDOLFO COLLOR
