Ano de eleição,Município,Partido,Código município,Nome candidato,Situação totalização,Votos nominais,Nome_deputado_padronizado,MUNICIPIO PADRONIZADO
2022,ERECHIM,PT,86371,ADÃO PRETTO FILHO,Eleito,96,ADAO PRETTO FILHO,ERECHIM
2022,MARQUES DE SOUZA,PT,88820,LUIZ FERNANDO MAINARDI,Eleito,2,LUIZ FERNANDO MAINARDI,MARQUES DE SOUZA
2022,GAURAMA,PL,86711,RODRIGO MARQUES LORENZONI,Eleito,409,RODRIGO MARQUES LORENZONI,GAURAMA
2022,CENTENÁRIO,PL,86541,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,CENTENARIO
2022,PUTINGA,PT,88072,LUIZ FERNANDO MAINARDI,Eleito,0,LUIZ FERNANDO MAINARDI,PUTINGA
2022,PASSO DO SOBRADO,PT,87343,LUIZ FERNANDO MAINARDI,Eleito,1,LUIZ FERNANDO MAINARDI,PASSO DO SOBRADO
2022,SANTO ANTÔNIO DO PALMA,PT,87645,LUIZ FERNANDO MAINARDI,Eleito,0,LUIZ FERNANDO MAINARDI,SANTO ANTONIO DO PALMA
2022,PLANALTO,PT,87971,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,PLANALTO
2022,PASSO FUNDO,PT,87858,LEONEL GUTERRES RADDE,Eleito,386,LEONEL GUTERRES RADDE,PASSO FUNDO
2022,TRÊS DE MAIO,PT,89397,STELA BEATRIZ FARIAS LOPES,Eleito,54,STELA BEATRIZ FARIAS LOPES,TRES DE MAIO
2022,MARQUES DE SOUZA,PL,88820,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,MARQUES DE SOUZA
2022,SÃO PEDRO DO BUTIÁ,PT,87823,STELA BEATRIZ FARIAS LOPES,Eleito,1,STELA BEATRIZ FARIAS LOPES,SAO PEDRO DO BUTIA
2022,ILÓPOLIS,PT,87076,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,ILOPOLIS
2022,VISTA ALEGRE DO PRATA,PT,85863,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,0,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,VISTA ALEGRE DO PRATA
2022,XANGRI-LÁ,PT,88145,GILBERTO JOSÉ SPIER VARGAS,Eleito,11,GILBERTO JOSE SPIER VARGAS,XANGRI-LA
2022,MATA,PT,87432,ADÃO PRETTO FILHO,Eleito,16,ADAO PRETTO FILHO,MATA
2022,PORTO VERA CRUZ,PT,87483,ADÃO PRETTO FILHO,Eleito,1,ADAO PRETTO FILHO,PORTO VERA CRUZ
2022,SELBACH,PT,89079,ADÃO PRETTO FILHO,Eleito,10,ADAO PRETTO FILHO,SELBACH
2022,IJUÍ,PT,87050,ADÃO PRETTO FILHO,Eleito,337,ADAO PRETTO FILHO,IJUI
2022,RELVADO,PL,85766,EDERILDO PAPARICO BACCHI,Eleito,4,EDERILDO PAPARICO BACCHI,RELVADO
2022,UNISTALDA,PT,88480,SOFIA CAVEDON NUNES,Eleito,1,SOFIA CAVEDON NUNES,UNISTALDA
2022,HERVAL,PT,86398,SOFIA CAVEDON NUNES,Eleito,15,SOFIA CAVEDON NUNES,HERVAL
2022,TABAÍ,PT,88722,SOFIA CAVEDON NUNES,Eleito,5,SOFIA CAVEDON NUNES,TABAI
2022,SÃO GABRIEL,PT,88692,SOFIA CAVEDON NUNES,Eleito,37,SOFIA CAVEDON NUNES,SAO GABRIEL
2022,BOM PRINCÍPIO,MDB,98230,VILMAR PERIN ZANCHIN,Eleito,89,VILMAR PERIN ZANCHIN,BOM PRINCIPIO
2022,ESTÂNCIA VELHA,MDB,86495,ROBERTO FANTINEL,Eleito,5,ROBERTO FANTINEL,ESTANCIA VELHA
2022,PANTANO GRANDE,PT,84980,LUIZ FERNANDO MAINARDI,Eleito,5,LUIZ FERNANDO MAINARDI,PANTANO GRANDE
2022,RODEIO BONITO,PT,88218,LUIZ FERNANDO MAINARDI,Eleito,5,LUIZ FERNANDO MAINARDI,RODEIO BONITO
2022,PELOTAS,PT,87912,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,1450,ZE NUNES,PELOTAS
2022,SÃO GABRIEL,PT,88692,LUIZ FERNANDO MAINARDI,Eleito,488,LUIZ FERNANDO MAINARDI,SAO GABRIEL
2022,SANT'ANA DO LIVRAMENTO,PT,88455,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,12,ZE NUNES,SANT'ANA DO LIVRAMENTO
2022,ESPERANÇA DO SUL,MDB,88285,VILMAR PERIN ZANCHIN,Eleito,0,VILMAR PERIN ZANCHIN,ESPERANCA DO SUL
2022,SANTIAGO,PT,88510,STELA BEATRIZ FARIAS LOPES,Eleito,15,STELA BEATRIZ FARIAS LOPES,SANTIAGO
2022,NOVA ARAÇÁ,PL,87599,EDERILDO PAPARICO BACCHI,Eleito,131,EDERILDO PAPARICO BACCHI,NOVA ARACA
2022,IVORÁ,PT,85626,STELA BEATRIZ FARIAS LOPES,Eleito,1,STELA BEATRIZ FARIAS LOPES,IVORA
2022,COXILHA,PT,86649,ADÃO PRETTO FILHO,Eleito,2,ADAO PRETTO FILHO,COXILHA
2022,BENTO GONÇALVES,PT,85413,ADÃO PRETTO FILHO,Eleito,180,ADAO PRETTO FILHO,BENTO GONCALVES
2022,PINHAL DA SERRA,PT,89362,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,PINHAL DA SERRA
2022,RIOZINHO,PT,85740,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,RIOZINHO
2022,LINDOLFO COLLOR,PT,86908,ADÃO PRETTO FILHO,Eleito,331,ADAO PRETTO FILHO,LINDOLFO COLLOR
2022,TOROPI,PT,88900,ADÃO PRETTO FILHO,Eleito,21,ADAO PRETTO FILHO,TOROPI
2022,VANINI,PT,84913,SOFIA CAVEDON NUNES,Eleito,0,SOFIA CAVEDON NUNES,VANINI
2022,UNIÃO DA SERRA,PT,88048,SOFIA CAVEDON NUNES,Eleito,3,SOFIA CAVEDON NUNES,UNIAO DA SERRA
2022,BARRACÃO,MDB,85359,ROBERTO FANTINEL,Eleito,0,ROBERTO FANTINEL,BARRACAO
2022,NOVA ALVORADA,PT,86169,SOFIA CAVEDON NUNES,Eleito,0,SOFIA CAVEDON NUNES,NOVA ALVORADA
2022,IBIRAPUITÃ,PT,84964,GILBERTO JOSÉ SPIER VARGAS,Eleito,0,GILBERTO JOSE SPIER VARGAS,IBIRAPUITA
2022,TRÊS PASSOS,PT,89419,GILBERTO JOSÉ SPIER VARGAS,Eleito,8,GILBERTO JOSE SPIER VARGAS,TRES PASSOS
2022,CONDOR,PT,86118,ADÃO PRETTO FILHO,Eleito,24,ADAO PRETTO FILHO,CONDOR
2022,ESPUMOSO,PT,86479,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,76,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,ESPUMOSO
2022,FORMIGUEIRO,PT,86657,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,399,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,FORMIGUEIRO
2022,BOM PROGRESSO,PT,86444,SOFIA CAVEDON NUNES,Eleito,0,SOFIA CAVEDON NUNES,BOM PROGRESSO
2022,BARÃO,PT,86223,SOFIA CAVEDON NUNES,Eleito,12,SOFIA CAVEDON NUNES,BARAO
2022,CHUVISCA,PT,88269,ADÃO PRETTO FILHO,Eleito,0,ADAO PRETTO FILHO,CHUVISCA
2022,FARROUPILHA,PT,86550,ADÃO PRETTO FILHO,Eleito,65,ADAO PRETTO FILHO,FARROUPILHA
2022,ESTAÇÃO,MDB,85286,ROBERTO FANTINEL,Eleito,1,ROBERTO FANTINEL,ESTACAO
2022,BAGÉ,PL,85316,NEIVA TERESINHA MARQUES,Eleito,10,KELLY MORAES,BAGE
2022,CIDREIRA,PL,85804,RODRIGO MARQUES LORENZONI,Eleito,61,RODRIGO MARQUES LORENZONI,CIDREIRA
2022,GRAMADO,PSDB,86819,ZILÁ MARIA BREITENBACH,Suplente,61,ZILA BREITENBACH,GRAMADO
2022,ESTRELA VELHA,PT,88404,ADÃO PRETTO FILHO,Eleito,13,ADAO PRETTO FILHO,ESTRELA VELHA
2022,GUARANI DAS MISSÕES,PT,86894,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,73,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,GUARANI DAS MISSÕES
2022,ARARICÁ,PT,88862,SOFIA CAVEDON NUNES,Eleito,17,SOFIA CAVEDON NUNES,ARARICA
2022,BOM JESUS,PT,85456,SOFIA CAVEDON NUNES,Eleito,3,SOFIA CAVEDON NUNES,BOM JESUS
2022,BOA VISTA DO INCRA,PT,89060,ADÃO PRETTO FILHO,Eleito,68,ADAO PRETTO FILHO,BOA VISTA DO INCRA
2022,ARROIO DOS RATOS,PT,85219,ADÃO PRETTO FILHO,Eleito,118,ADAO PRETTO FILHO,ARROIO DOS RATOS
2022,FARROUPILHA,PL,86550,RODRIGO MARQUES LORENZONI,Eleito,449,RODRIGO MARQUES LORENZONI,FARROUPILHA
2022,BOA VISTA DO INCRA,PL,89060,NEIVA TERESINHA MARQUES,Eleito,0,KELLY MORAES,BOA VISTA DO INCRA
2022,CAXIAS DO SUL,MDB,85995,JUVIR COSTELLA,Eleito,74,JUVIR COSTELLA,CAXIAS DO SUL
2022,TRÊS CACHOEIRAS,PT,85367,GILBERTO JOSÉ SPIER VARGAS,Eleito,2,GILBERTO JOSE SPIER VARGAS,TRES CACHOEIRAS
2022,SERAFINA CORRÊA,PT,89095,JEFERSON OLIVEIRA FERNANDES,Eleito,3,JEFERSON OLIVEIRA FERNANDES,SERAFINA CORREA
2022,POÇO DAS ANTAS,PT,86126,JEFERSON OLIVEIRA FERNANDES,Eleito,1,JEFERSON OLIVEIRA FERNANDES,POCO DAS ANTAS
2022,VESPASIANO CORRÊA,PT,88781,LUIZ FERNANDO MAINARDI,Eleito,0,LUIZ FERNANDO MAINARDI,VESPASIANO CORREA
2022,SÃO JOÃO DA URTIGA,PT,84859,JEFERSON OLIVEIRA FERNANDES,Eleito,2,JEFERSON OLIVEIRA FERNANDES,SAO JOAO DA URTIGA
2022,LINHA NOVA,PT,86924,LUIZ FERNANDO MAINARDI,Eleito,0,LUIZ FERNANDO MAINARDI,LINHA NOVA
2022,TOROPI,PTB,88900,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,1,ELIZANDRO SILVA DE FREITAS SABINO,TOROPI
2022,SÃO VALENTIM DO SUL,PSDB,87840,MATEUS JOSE DE LIMA WESP,Suplente,1,MATEUS WESP,SAO VALENTIM DO SUL
2022,MAXIMILIANO DE ALMEIDA,PT,87459,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,MAXIMILIANO DE ALMEIDA
2022,QUINZE DE NOVEMBRO,PT,84875,LEONEL GUTERRES RADDE,Eleito,4,LEONEL GUTERRES RADDE,QUINZE DE NOVEMBRO
2022,UNIÃO DA SERRA,PT,88048,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,UNIAO DA SERRA
2022,SANT'ANA DO LIVRAMENTO,PT,88455,LEONEL GUTERRES RADDE,Eleito,128,LEONEL GUTERRES RADDE,SANT'ANA DO LIVRAMENTO
2022,SÃO JOSÉ DO INHACORÁ,PT,87742,LEONEL GUTERRES RADDE,Eleito,1,LEONEL GUTERRES RADDE,SAO JOSE DO INHACORA
2022,SERTÃO,PT,89117,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,2,ZE NUNES,SERTAO
2022,PASSO FUNDO,PT,87858,STELA BEATRIZ FARIAS LOPES,Eleito,72,STELA BEATRIZ FARIAS LOPES,PASSO FUNDO
2022,SANTO ANTÔNIO DO PALMA,PT,87645,STELA BEATRIZ FARIAS LOPES,Eleito,1,STELA BEATRIZ FARIAS LOPES,SANTO ANTONIO DO PALMA
2022,CAXIAS DO SUL,PT,85995,ADÃO PRETTO FILHO,Eleito,52,ADAO PRETTO FILHO,CAXIAS DO SUL
2022,VALE VERDE,PT,88668,JEFERSON OLIVEIRA FERNANDES,Eleito,4,JEFERSON OLIVEIRA FERNANDES,VALE VERDE
2022,VERA CRUZ,MDB,89575,JUVIR COSTELLA,Eleito,6,JUVIR COSTELLA,VERA CRUZ
2022,SÃO JOSÉ DOS AUSENTES,PT,87726,LUIZ FERNANDO MAINARDI,Eleito,1,LUIZ FERNANDO MAINARDI,SAO JOSE DOS AUSENTES
2022,PARECI NOVO,PTB,87327,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,1,ELIZANDRO SILVA DE FREITAS SABINO,PARECI NOVO
2022,SANTO ANTÔNIO DAS MISSÕES,PTB,88579,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,49,ELIZANDRO SILVA DE FREITAS SABINO,SANTO ANTONIO DAS MISSÕES
2022,VACARIA,PSDB,89532,MATEUS JOSE DE LIMA WESP,Suplente,4,MATEUS WESP,VACARIA
2022,SEDE NOVA,PT,85707,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,1,ZE NUNES,SEDE NOVA
2022,JÚLIO DE CASTILHOS,PT,87254,LEONEL GUTERRES RADDE,Eleito,29,LEONEL GUTERRES RADDE,JULIO DE CASTILHOS
2022,RIO PARDO,PT,88170,STELA BEATRIZ FARIAS LOPES,Eleito,31,STELA BEATRIZ FARIAS LOPES,RIO PARDO
2022,SÃO BORJA,PT,88633,STELA BEATRIZ FARIAS LOPES,Eleito,16,STELA BEATRIZ FARIAS LOPES,SAO BORJA
2022,BOSSOROCA,MDB,85499,JUVIR COSTELLA,Eleito,36,JUVIR COSTELLA,BOSSOROCA
2022,SÉRIO,PT,87904,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,SERIO
2022,ALMIRANTE TAMANDARÉ DO SUL,PDT,89001,EDUARDO DEBACCO LOUREIRO,Eleito,29,EDUARDO DEBACCO LOUREIRO,ALMIRANTE TAMANDARE DO SUL
2022,ALTO ALEGRE,PDT,84808,GERSON BURMANN,Eleito,6,GERSON BURMANN,ALTO ALEGRE
2022,CAMPINA DAS MISSÕES,PDT,85731,EDUARDO DEBACCO LOUREIRO,Eleito,94,EDUARDO DEBACCO LOUREIRO,CAMPINA DAS MISSÕES
2022,COTIPORÃ,PDT,89770,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,1,LUIS ROGERIO MARENCO FERRÂN,COTIPORA
2022,CRUZEIRO DO SUL,PDT,86215,EDUARDO DEBACCO LOUREIRO,Eleito,3,EDUARDO DEBACCO LOUREIRO,CRUZEIRO DO SUL
2022,GRAVATAÍ,PDT,86835,GILMAR SOSSELLA,Eleito,14,GILMAR SOSSELLA,GRAVATAI
2022,PINHAL,PT,85340,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,PINHAL
2022,DONA FRANCISCA,MDB,86312,JUVIR COSTELLA,Eleito,1,JUVIR COSTELLA,DONA FRANCISCA
2022,CAMARGO,PTB,85960,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,1,ELIZANDRO SILVA DE FREITAS SABINO,CAMARGO
2022,CIDREIRA,PTB,85804,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,34,ELIZANDRO SILVA DE FREITAS SABINO,CIDREIRA
2022,CAPELA DE SANTANA,PTB,84891,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,16,ELIZANDRO SILVA DE FREITAS SABINO,CAPELA DE SANTANA
2022,ALMIRANTE TAMANDARÉ DO SUL,PDT,89001,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,2,LUIS ROGERIO MARENCO FERRÂN,ALMIRANTE TAMANDARE DO SUL
2022,CAMBARÁ DO SUL,PDT,85715,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,6,LUIS ROGERIO MARENCO FERRÂN,CAMBARA DO SUL
2022,ERVAL GRANDE,PDT,86410,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,2,LUIS ROGERIO MARENCO FERRÂN,ERVAL GRANDE
2022,GARRUCHOS,PDT,86720,EDUARDO DEBACCO LOUREIRO,Eleito,115,EDUARDO DEBACCO LOUREIRO,GARRUCHOS
2022,GARRUCHOS,PDT,86720,GILMAR SOSSELLA,Eleito,12,GILMAR SOSSELLA,GARRUCHOS
2022,GRAVATAÍ,PDT,86835,EDUARDO DEBACCO LOUREIRO,Eleito,27,EDUARDO DEBACCO LOUREIRO,GRAVATAI
2022,GRAVATAÍ,PDT,86835,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,459,LUIS ROGERIO MARENCO FERRÂN,GRAVATAI
2022,ARROIO DO PADRE,MDB,89028,JUVIR COSTELLA,Eleito,0,JUVIR COSTELLA,ARROIO DO PADRE
2022,HORIZONTINA,PL,86916,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,HORIZONTINA
2022,RIO DOS ÍNDIOS,PL,87548,ADRIANA VIEIRA LARA,Eleito,1,ADRIANA VIEIRA LARA,RIO DOS INDIOS
2022,NOVA PETRÓPOLIS,PT,87670,LEONEL GUTERRES RADDE,Eleito,59,LEONEL GUTERRES RADDE,NOVA PETROPOLIS
2022,DOUTOR RICARDO,PTB,88307,ELIZANDRO SILVA DE FREITAS SABINO,Eleito,0,ELIZANDRO SILVA DE FREITAS SABINO,DOUTOR RICARDO
2022,MARIANA PIMENTEL,MDB,87009,ROBERTO FANTINEL,Eleito,1,ROBERTO FANTINEL,MARIANA PIMENTEL
2022,SÃO VICENTE DO SUL,PL,86754,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,SAO VICENTE DO SUL
2022,MORRINHOS DO SUL,MDB,87122,ROBERTO FANTINEL,Eleito,8,ROBERTO FANTINEL,MORRINHOS DO SUL
2022,LAGOA VERMELHA,MDB,87270,ROBERTO FANTINEL,Eleito,2,ROBERTO FANTINEL,LAGOA VERMELHA
2022,TUCUNDUVA,PL,89451,ADRIANA VIEIRA LARA,Eleito,0,ADRIANA VIEIRA LARA,TUCUNDUVA
2022,COLINAS,PT,86584,LUIZ FERNANDO MAINARDI,Eleito,1,LUIZ FERNANDO MAINARDI,COLINAS
2022,CANOAS,PT,85898,LUIZ FERNANDO MAINARDI,Eleito,409,LUIZ FERNANDO MAINARDI,CANOAS
2022,BARRA DO GUARITA,PT,86363,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,BARRA DO GUARITA
2022,CAPÃO BONITO DO SUL,PSDB,89125,RODRIGO MARINI MARONI,Suplente,11,RODRIGO MARONI,CAPAO BONITO DO SUL
2022,SANTA MARGARIDA DO SUL,PL,89443,ADRIANA VIEIRA LARA,Eleito,29,ADRIANA VIEIRA LARA,SANTA MARGARIDA DO SUL
2022,BENJAMIN CONSTANT DO SUL,PT,88420,LUIZ FERNANDO MAINARDI,Eleito,2,LUIZ FERNANDO MAINARDI,BENJAMIN CONSTANT DO SUL
2022,CAMPINAS DO SUL,PT,85758,LUIZ FERNANDO MAINARDI,Eleito,0,LUIZ FERNANDO MAINARDI,CAMPINAS DO SUL
2022,ELDORADO DO SUL,PT,86240,LUIZ FERNANDO MAINARDI,Eleito,28,LUIZ FERNANDO MAINARDI,ELDORADO DO SUL
2022,SÃO PEDRO DO SUL,PL,88919,RODRIGO MARQUES LORENZONI,Eleito,64,RODRIGO MARQUES LORENZONI,SAO PEDRO DO SUL
2022,SÃO LUIZ GONZAGA,PSDB,88811,RODRIGO MARINI MARONI,Suplente,14,RODRIGO MARONI,SAO LUIZ GONZAGA
2022,IRAÍ,PSDB,87114,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,IRAI
2022,RESTINGA SÊCA,PSDB,88137,CARLOS HENRIQUE BASTOS D AVILA,Eleito,5,CARLOS HENRIQUE BASTOS D AVILA,RESTINGA SECA
2022,PINHAL DA SERRA,PSDB,89362,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,PINHAL DA SERRA
2022,PARAÍ,MDB,87831,JUVIR COSTELLA,Eleito,11,JUVIR COSTELLA,PARAI
2022,BALNEÁRIO PINHAL,PT,88927,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,10,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,BALNEARIO PINHAL
2022,ROSÁRIO DO SUL,PT,88315,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,6,ZE NUNES,ROSARIO DO SUL
2022,SERAFINA CORRÊA,PT,89095,LEONEL GUTERRES RADDE,Eleito,32,LEONEL GUTERRES RADDE,SERAFINA CORREA
2022,SANTO ÂNGELO,PT,88536,LEONEL GUTERRES RADDE,Eleito,362,LEONEL GUTERRES RADDE,SANTO ANGELO
2022,SALDANHA MARINHO,PT,85561,LEONEL GUTERRES RADDE,Eleito,7,LEONEL GUTERRES RADDE,SALDANHA MARINHO
2022,IPÊ,PT,84999,LEONEL GUTERRES RADDE,Eleito,1,LEONEL GUTERRES RADDE,IPE
2022,SÃO JORGE,PT,84794,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,SAO JORGE
2022,ROLADOR,PT,89400,LEONEL GUTERRES RADDE,Eleito,0,LEONEL GUTERRES RADDE,ROLADOR
2022,QUEVEDOS,PT,87521,STELA BEATRIZ FARIAS LOPES,Eleito,2,STELA BEATRIZ FARIAS LOPES,QUEVEDOS
2022,JÓIA,PT,98299,LEONEL GUTERRES RADDE,Eleito,29,LEONEL GUTERRES RADDE,JOIA
2022,HERVEIRAS,PT,88323,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,3,ZE NUNES,HERVEIRAS
2022,PALMITINHO,PSDB,87793,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,PALMITINHO
2022,TUPANCI DO SUL,PSDB,88021,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,TUPANCI DO SUL
2022,JAQUIRANA,PSDB,84905,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,JAQUIRANA
2022,SANTA MARIA DO HERVAL,PSDB,86207,CARLOS HENRIQUE BASTOS D AVILA,Eleito,0,CARLOS HENRIQUE BASTOS D AVILA,SANTA MARIA DO HERVAL
2022,IMIGRANTE,MDB,85782,JUVIR COSTELLA,Eleito,181,JUVIR COSTELLA,IMIGRANTE
2022,CACHOEIRA DO SUL,MDB,85596,ROBERTO FANTINEL,Eleito,190,ROBERTO FANTINEL,CACHOEIRA DO SUL
2022,ARROIO DOS RATOS,PL,85219,APARECIDO MACEDO,Suplente,10,CAPITAO MACEDO,ARROIO DOS RATOS
2022,ESTRELA,PT,86533,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,Eleito,8,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,ESTRELA
2022,VENÂNCIO AIRES,PL,89559,NEIVA TERESINHA MARQUES,Eleito,2545,KELLY MORAES,VENANCIO AIRES
2022,SÃO JOSÉ DOS AUSENTES,PT,87726,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,4,ZE NUNES,SAO JOSE DOS AUSENTES
2022,PAVERAMA,PT,85146,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,PAVERAMA
2022,VICTOR GRAEFF,PT,89699,LEONEL GUTERRES RADDE,Eleito,5,LEONEL GUTERRES RADDE,VICTOR GRAEFF
2022,PANAMBI,PT,87815,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,3,ZE NUNES,PANAMBI
2022,POÇO DAS ANTAS,PT,86126,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,POCO DAS ANTAS
2022,LAGOA BONITA DO SUL,PT,89281,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,LAGOA BONITA DO SUL
2022,SÃO JOSÉ DO OURO,PT,88757,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,1,ZE NUNES,SAO JOSE DO OURO
2022,NICOLAU VERGUEIRO,PT,87181,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,NICOLAU VERGUEIRO
2022,ITAQUI,PT,87130,STELA BEATRIZ FARIAS LOPES,Eleito,15,STELA BEATRIZ FARIAS LOPES,ITAQUI
2022,SÃO VENDELINO,PT,85383,LEONEL GUTERRES RADDE,Eleito,8,LEONEL GUTERRES RADDE,SAO VENDELINO
2022,HERVAL,PT,86398,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,240,ZE NUNES,HERVAL
2022,VANINI,PT,84913,LEONEL GUTERRES RADDE,Eleito,0,LEONEL GUTERRES RADDE,VANINI
2022,SÃO VENDELINO,PT,85383,JOSÉ SIDNEY NUNES DE ALMEIDA,Eleito,0,ZE NUNES,SAO VENDELINO
2022,UBIRETAMA,PDT,88609,GERSON BURMANN,Eleito,30,GERSON BURMANN,UBIRETAMA
2022,SAPUCAIA DO SUL,PSDB,89010,RODRIGO MARINI MARONI,Suplente,219,RODRIGO MARONI,SAPUCAIA DO SUL
2022,DOUTOR RICARDO,PT,88307,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,DOUTOR RICARDO
2022,SAGRADA FAMÍLIA,PT,87564,LEONEL GUTERRES RADDE,Eleito,7,LEONEL GUTERRES RADDE,SAGRADA FAMILIA
2022,PONTÃO,PT,87424,JEFERSON OLIVEIRA FERNANDES,Eleito,0,JEFERSON OLIVEIRA FERNANDES,PONTAO
2022,PORTÃO,PT,87998,JEFERSON OLIVEIRA FERNANDES,Eleito,48,JEFERSON OLIVEIRA FERNANDES,PORTAO
2022,TAPES,PT,89257,LUIZ FERNANDO MAINARDI,Eleito,14,LUIZ FERNANDO MAINARDI,TAPES
2022,MULITERNO,PT,87165,JEFERSON OLIVEIRA FERNANDES,Eleito,1,JEFERSON OLIVEIRA FERNANDES,MULITERNO
2022,FLORIANO PEIXOTO,PL,88242,RODRIGO MARQUES LORENZONI,Eleito,0,RODRIGO MARQUES LORENZONI,FLORIANO PEIXOTO
2022,IMIGRANTE,PDT,85782,LUIS ROGÉRIO MARENCO FERRÂN,Eleito,3,LUIS ROGERIO MARENCO FERRÂN,IMIGRANTE
2022,TOROPI,PT,88900,STELA BEATRIZ FARIAS LOPES,Eleito,0,STELA BEATRIZ FARIAS LOPES,TOROPI
2022,SELBACH,PT,89079,STELA BEATRIZ FARIAS LOPES,Eleito,12,STELA BEATRIZ FARIAS LOPES,SELBACH
2022,MARATÁ,PT,86983,ADÃO PRETTO FILHO,Eleito,6,ADAO PRETTO FILHO,MARATA
2022,PEDRO OSÓRIO,PT,87874,GILBERTO JOSÉ SPIER VARGAS,Eleito,4,GILBERTO JOSE SPIER VARGAS,PEDRO OSORIO
2022,CORONEL BICACO,MDB,86150,LUCIANO DA SILVA SILVEIRA,Eleito,0,LUCIANO DA SILVA SILVEIRA,CORONEL BICACO
2022,PALMARES DO SUL,PT,89672,GILBERTO JOSÉ SPIER VARGAS,Eleito,5,GILBERTO JOSE SPIER VARGAS,PALMARES DO SUL
2022,PINHAL,PT,85340,JEFERSON OLIVEIRA FERNANDES,Eleito,0,JEFERSON OLIVEIRA FERNANDES,PINHAL
2022,TRÊS DE MAIO,PT,89397,JEFERSON OLIVEIRA FERNANDES,Eleito,1096,JEFERSON OLIVEIRA FERNANDES,TRES DE MAIO
