Ano de eleição,Código município,Município,Nome candidato,Partido,Situação totalização,Votos nominais,Nome_deputado_padronizado,MUNICIPIO PADRONIZADO
2018,88340,CARAÁ,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,12,JEFERSON OLIVEIRA FERNANDES,CARAA
2018,86827,INHACORÁ,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,124,JEFERSON OLIVEIRA FERNANDES,INHACORA
2018,85316,BAGÉ,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,43,JEFERSON OLIVEIRA FERNANDES,BAGE
2018,87041,MATO LEITÃO,JOÃO EDEGAR PRETTO,PT,Eleito,2,EDEGAR PRETTO,MATO LEITAO
2018,89575,VERA CRUZ,JOÃO EDEGAR PRETTO,PT,Eleito,63,EDEGAR PRETTO,VERA CRUZ
2018,85693,CAMAQUÃ,JOÃO EDEGAR PRETTO,PT,Eleito,22,EDEGAR PRETTO,CAMAQUA
2018,88161,BOA VISTA DO SUL,JOÃO EDEGAR PRETTO,PT,Eleito,4,EDEGAR PRETTO,BOA VISTA DO SUL
2018,85871,CANGUÇU,SOFIA CAVEDON NUNES,PT,Eleito,2,SOFIA CAVEDON NUNES,CANGUCU
2018,88013,PORTO ALEGRE,LUIZ FERNANDO MAINARDI,PT,Eleito,685,LUIZ FERNANDO MAINARDI,PORTO ALEGRE
2018,87858,PASSO FUNDO,LUIZ FERNANDO MAINARDI,PT,Eleito,34,LUIZ FERNANDO MAINARDI,PASSO FUNDO
2018,86703,ENGENHO VELHO,LUIZ FERNANDO MAINARDI,PT,Eleito,1,LUIZ FERNANDO MAINARDI,ENGENHO VELHO
2018,85685,IMBÉ,LUIZ FERNANDO MAINARDI,PT,Eleito,7,LUIZ FERNANDO MAINARDI,IMBE
2018,85065,BROCHIER,LUIZ FERNANDO MAINARDI,PT,Eleito,0,LUIZ FERNANDO MAINARDI,BROCHIER
2018,89044,BOA VISTA DO CADEADO,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,BOA VISTA DO CADEADO
2018,87670,NOVA PETRÓPOLIS,SOFIA CAVEDON NUNES,PT,Eleito,15,SOFIA CAVEDON NUNES,NOVA PETROPOLIS
2018,88994,SAPIRANGA,SOFIA CAVEDON NUNES,PT,Eleito,21,SOFIA CAVEDON NUNES,SAPIRANGA
2018,85901,ITACURUBI,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,ITACURUBI
2018,86010,CERRO LARGO,GILBERTO JOSE SPIER VARGAS,PT,Eleito,2,GILBERTO JOSE SPIER VARGAS,CERRO LARGO
2018,87343,PASSO DO SOBRADO,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,185,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PASSO DO SOBRADO
2018,89311,TENENTE PORTELA,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,0,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,TENENTE PORTELA
2018,86274,DOM FELICIANO,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,3,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,DOM FELICIANO
2018,86185,MORRO REDONDO,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,2,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,MORRO REDONDO
2018,87025,MATO CASTELHANO,GILBERTO JOSE SPIER VARGAS,PT,Eleito,1,GILBERTO JOSE SPIER VARGAS,MATO CASTELHANO
2018,86690,GARIBALDI,GILBERTO JOSE SPIER VARGAS,PT,Eleito,205,GILBERTO JOSE SPIER VARGAS,GARIBALDI
2018,86800,HULHA NEGRA,GILBERTO JOSE SPIER VARGAS,PT,Eleito,0,GILBERTO JOSE SPIER VARGAS,HULHA NEGRA
2018,88692,SÃO GABRIEL,LUIZ FERNANDO MAINARDI,PT,Eleito,428,LUIZ FERNANDO MAINARDI,SAO GABRIEL
2018,88340,CARAÁ,SÉRGIO BERGONSI TURRA,PP,Eleito,0,SERGIO TURRA,CARAA
2018,85804,CIDREIRA,SÉRGIO BERGONSI TURRA,PP,Eleito,3,SERGIO TURRA,CIDREIRA
2018,89460,SÃO JOSÉ DO SUL,SÉRGIO BERGONSI TURRA,PP,Eleito,1,SERGIO TURRA,SAO JOSE DO SUL
2018,86525,CARLOS GOMES,SILVANA MARIA FRANCISCATTO COVATTI,PP,Eleito,3,SILVANA MARIA FRANCISCATTO COVATTI,CARLOS GOMES
2018,86100,ANDRÉ DA ROCHA,SÉRGIO BERGONSI TURRA,PP,Eleito,52,SERGIO TURRA,ANDRE DA ROCHA
2018,85170,ARATIBA,EDERILDO PAPARICO BACCHI,PR,Eleito,30,EDERILDO PAPARICO BACCHI,ARATIBA
2018,88480,UNISTALDA,EDERILDO PAPARICO BACCHI,PR,Eleito,1,EDERILDO PAPARICO BACCHI,UNISTALDA
2018,87289,NOVO MACHADO,EDERILDO PAPARICO BACCHI,PR,Eleito,0,EDERILDO PAPARICO BACCHI,NOVO MACHADO
2018,86606,COQUEIROS DO SUL,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,COQUEIROS DO SUL
2018,88846,CHUÍ,SOFIA CAVEDON NUNES,PT,Eleito,5,SOFIA CAVEDON NUNES,CHUI
2018,85138,ANTA GORDA,SOFIA CAVEDON NUNES,PT,Eleito,1,SOFIA CAVEDON NUNES,ANTA GORDA
2018,85561,SALDANHA MARINHO,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,SALDANHA MARINHO
2018,88188,DILERMANDO DE AGUIAR,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,DILERMANDO DE AGUIAR
2018,85898,CANOAS,SOFIA CAVEDON NUNES,PT,Eleito,533,SOFIA CAVEDON NUNES,CANOAS
2018,85979,CATUÍPE,SOFIA CAVEDON NUNES,PT,Eleito,3,SOFIA CAVEDON NUNES,CATUIPE
2018,84956,SILVEIRA MARTINS,GERSON BURMANN,PDT,Eleito,69,GERSON BURMANN,SILVEIRA MARTINS
2018,85189,HARMONIA,GERSON BURMANN,PDT,Eleito,1,GERSON BURMANN,HARMONIA
2018,88692,SÃO GABRIEL,GERSON BURMANN,PDT,Eleito,496,GERSON BURMANN,SAO GABRIEL
2018,86959,HUMAITÁ,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,2,LUIS ROGERIO MARENCO FERRÂN,HUMAITA
2018,85464,CRISTAL,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,15,LUIS ROGERIO MARENCO FERRÂN,CRISTAL
2018,88013,PORTO ALEGRE,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,150,LUIS ROGERIO MARENCO FERRÂN,PORTO ALEGRE
2018,86703,ENGENHO VELHO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,1,LUIS ROGERIO MARENCO FERRÂN,ENGENHO VELHO
2018,88242,FLORIANO PEIXOTO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,1,LUIS ROGERIO MARENCO FERRÂN,FLORIANO PEIXOTO
2018,89540,PINTO BANDEIRA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,11,LUIS ROGERIO MARENCO FERRÂN,PINTO BANDEIRA
2018,88170,RIO PARDO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,54,LUIS ROGERIO MARENCO FERRÂN,RIO PARDO
2018,89486,SÃO PEDRO DAS MISSÕES,FRANCIS SOMENSI,PRB,Eleito,0,FRAN SOMENSI,SAO PEDRO DAS MISSOES
2018,85898,CANOAS,FRANCIS SOMENSI,PRB,Eleito,15,FRAN SOMENSI,CANOAS
2018,89141,CAPÃO DO CIPÓ,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,27,JEFERSON OLIVEIRA FERNANDES,CAPAO DO CIPO
2018,85707,SEDE NOVA,JOÃO EDEGAR PRETTO,PT,Eleito,38,EDEGAR PRETTO,SEDE NOVA
2018,88196,ROCA SALES,GILBERTO JOSE SPIER VARGAS,PT,Eleito,12,GILBERTO JOSE SPIER VARGAS,ROCA SALES
2018,86789,GRAMADO XAVIER,GILBERTO JOSE SPIER VARGAS,PT,Eleito,3,GILBERTO JOSE SPIER VARGAS,GRAMADO XAVIER
2018,87831,PARAÍ,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,7,JEFERSON OLIVEIRA FERNANDES,PARAI
2018,86908,LINDOLFO COLLOR,JOSE SIDNEY NUNES DE ALMEIDA,PT,Eleito,1,ZE NUNES,LINDOLFO COLLOR
2018,89117,SERTÃO,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,0,JEFERSON OLIVEIRA FERNANDES,SERTAO
2018,86460,CAMPESTRE DA SERRA,JOÃO EDEGAR PRETTO,PT,Eleito,1,EDEGAR PRETTO,CAMPESTRE DA SERRA
2018,87394,MARCELINO RAMOS,LUIZ FERNANDO MAINARDI,PT,Eleito,4,LUIZ FERNANDO MAINARDI,MARCELINO RAMOS
2018,88641,CERRITO,LUIZ FERNANDO MAINARDI,PT,Eleito,13,LUIZ FERNANDO MAINARDI,CERRITO
2018,85510,BRAGA,LUIZ FERNANDO MAINARDI,PT,Eleito,2,LUIZ FERNANDO MAINARDI,BRAGA
2018,89443,SANTA MARGARIDA DO SUL,LUIZ FERNANDO MAINARDI,PT,Eleito,5,LUIZ FERNANDO MAINARDI,SANTA MARGARIDA DO SUL
2018,88170,RIO PARDO,LUIZ FERNANDO MAINARDI,PT,Eleito,55,LUIZ FERNANDO MAINARDI,RIO PARDO
2018,85464,CRISTAL,LUIZ FERNANDO MAINARDI,PT,Eleito,2,LUIZ FERNANDO MAINARDI,CRISTAL
2018,88048,UNIÃO DA SERRA,SOFIA CAVEDON NUNES,PT,Eleito,2,SOFIA CAVEDON NUNES,UNIAO DA SERRA
2018,88935,SÃO SEBASTIÃO DO CAÍ,JOSE SIDNEY NUNES DE ALMEIDA,PT,Eleito,10,ZE NUNES,SAO SEBASTIAO DO CAI
2018,86070,CIRÍACO,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,1,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,CIRIACO
2018,86070,CIRÍACO,JEFERSON OLIVEIRA FERNANDES,PT,Eleito,3,JEFERSON OLIVEIRA FERNANDES,CIRIACO
2018,86380,BARRA DO RIO AZUL,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,0,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,BARRA DO RIO AZUL
2018,86690,GARIBALDI,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,1,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,GARIBALDI
2018,88056,PORTO XAVIER,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,10,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PORTO XAVIER
2018,89028,ARROIO DO PADRE,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,0,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,ARROIO DO PADRE
2018,84867,GUABIJU,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,0,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,GUABIJU
2018,87882,SENTINELA DO SUL,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,PT,Eleito,1,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,SENTINELA DO SUL
2018,89370,TRÊS COROAS,DIRCEU FRANCISCON,PTB,Eleito,1,DIRCEU FRANCISCON,TRES COROAS
2018,85359,BARRACÃO,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,BARRACAO
2018,86886,LAGOA DOS TRÊS CANTOS,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,LAGOA DOS TRES CANTOS
2018,88064,VALE DO SOL,NEIVA TERESINHA MARQUES,PTB,Eleito,1562,KELLY MORAES,VALE DO SOL
2018,88951,SÃO SEPÉ,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,SAO SEPE
2018,86460,CAMPESTRE DA SERRA,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,CAMPESTRE DA SERRA
2018,86550,FARROUPILHA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,101,ELIZANDRO SILVA DE FREITAS SABINO,FARROUPILHA
2018,86320,ARAMBARÉ,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,3,ELIZANDRO SILVA DE FREITAS SABINO,ARAMBARE
2018,84964,IBIRAPUITÃ,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,4,ELIZANDRO SILVA DE FREITAS SABINO,IBIRAPUITA
2018,88226,NOVA CANDELÁRIA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,0,ELIZANDRO SILVA DE FREITAS SABINO,NOVA CANDELARIA
2018,87599,NOVA ARAÇÁ,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,22,ELIZANDRO SILVA DE FREITAS SABINO,NOVA ARACA
2018,85375,BARRA DO RIBEIRO,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,194,ELIZANDRO SILVA DE FREITAS SABINO,BARRA DO RIBEIRO
2018,86452,ESMERALDA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,1,ELIZANDRO SILVA DE FREITAS SABINO,ESMERALDA
2018,86380,BARRA DO RIO AZUL,DIRCEU FRANCISCON,PTB,Eleito,63,DIRCEU FRANCISCON,BARRA DO RIO AZUL
2018,88080,VALE REAL,DIRCEU FRANCISCON,PTB,Eleito,51,DIRCEU FRANCISCON,VALE REAL
2018,86428,BOA VISTA DAS MISSÕES,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,BOA VISTA DAS MISSOES
2018,86789,GRAMADO XAVIER,NEIVA TERESINHA MARQUES,PTB,Eleito,325,KELLY MORAES,GRAMADO XAVIER
2018,87718,NOVO HAMBURGO,NEIVA TERESINHA MARQUES,PTB,Eleito,11,KELLY MORAES,NOVO HAMBURGO
2018,89206,CRUZALTENSE,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,CRUZALTENSE
2018,86606,COQUEIROS DO SUL,DIRCEU FRANCISCON,PTB,Eleito,32,DIRCEU FRANCISCON,COQUEIROS DO SUL
2018,86517,ESTEIO,DIRCEU FRANCISCON,PTB,Eleito,162,DIRCEU FRANCISCON,ESTEIO
2018,88390,SANTA CRUZ DO SUL,DIRCEU FRANCISCON,PTB,Eleito,2,DIRCEU FRANCISCON,SANTA CRUZ DO SUL
2018,85871,CANGUÇU,DIRCEU FRANCISCON,PTB,Eleito,80,DIRCEU FRANCISCON,CANGUCU
2018,85359,BARRACÃO,DIRCEU FRANCISCON,PTB,Eleito,10,DIRCEU FRANCISCON,BARRACAO
2018,86541,CENTENÁRIO,EDERILDO PAPARICO BACCHI,PR,Eleito,565,EDERILDO PAPARICO BACCHI,CENTENARIO
2018,88854,SÃO MARTINHO,EDERILDO PAPARICO BACCHI,PR,Eleito,0,EDERILDO PAPARICO BACCHI,SAO MARTINHO
2018,84999,IPÊ,EDERILDO PAPARICO BACCHI,PR,Eleito,79,EDERILDO PAPARICO BACCHI,IPE
2018,87734,OSÓRIO,SOFIA CAVEDON NUNES,PT,Eleito,103,SOFIA CAVEDON NUNES,OSORIO
2018,86215,CRUZEIRO DO SUL,SOFIA CAVEDON NUNES,PT,Eleito,1,SOFIA CAVEDON NUNES,CRUZEIRO DO SUL
2018,89214,TAPEJARA,SOFIA CAVEDON NUNES,PT,Eleito,4,SOFIA CAVEDON NUNES,TAPEJARA
2018,88730,SÃO JOSÉ DO NORTE,SOFIA CAVEDON NUNES,PT,Eleito,6,SOFIA CAVEDON NUNES,SAO JOSE DO NORTE
2018,89656,VICENTE DUTRA,GERSON BURMANN,PDT,Eleito,18,GERSON BURMANN,VICENTE DUTRA
2018,88013,PORTO ALEGRE,GERSON BURMANN,PDT,Eleito,41,GERSON BURMANN,PORTO ALEGRE
2018,85073,ALEGRETE,GERSON BURMANN,PDT,Eleito,53,GERSON BURMANN,ALEGRETE
2018,87386,PINHAL GRANDE,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,1,LUIS ROGERIO MARENCO FERRÂN,PINHAL GRANDE
2018,87203,NOVA BOA VISTA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,0,LUIS ROGERIO MARENCO FERRÂN,NOVA BOA VISTA
2018,87858,PASSO FUNDO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,127,LUIS ROGERIO MARENCO FERRÂN,PASSO FUNDO
2018,86428,BOA VISTA DAS MISSÕES,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,9,LUIS ROGERIO MARENCO FERRÂN,BOA VISTA DAS MISSOES
2018,89567,PEDRAS ALTAS,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,9,LUIS ROGERIO MARENCO FERRÂN,PEDRAS ALTAS
2018,84891,CAPELA DE SANTANA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,53,LUIS ROGERIO MARENCO FERRÂN,CAPELA DE SANTANA
2018,84743,TRÊS ARROIOS,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,2,LUIS ROGERIO MARENCO FERRÂN,TRES ARROIOS
2018,87190,JACUTINGA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,11,LUIS ROGERIO MARENCO FERRÂN,JACUTINGA
2018,85022,ERNESTINA,FRANCIS SOMENSI,PRB,Eleito,2,FRAN SOMENSI,ERNESTINA
2018,86517,ESTEIO,FRANCIS SOMENSI,PRB,Eleito,17,FRAN SOMENSI,ESTEIO
2018,89214,TAPEJARA,FRANCIS SOMENSI,PRB,Eleito,2,FRAN SOMENSI,TAPEJARA
2018,85693,CAMAQUÃ,FRANCIS SOMENSI,PRB,Eleito,3,FRAN SOMENSI,CAMAQUA
2018,87807,SÃO PEDRO DA SERRA,ERIC LINS GRILO,DEM,Eleito,4,ERIC LINS,SAO PEDRO DA SERRA
2018,86371,ERECHIM,ERIC LINS GRILO,DEM,Eleito,49,ERIC LINS,ERECHIM
2018,89028,ARROIO DO PADRE,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,ARROIO DO PADRE
2018,89311,TENENTE PORTELA,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,TENENTE PORTELA
2018,86371,ERECHIM,THIAGO PEREIRA DUARTE,DEM,Eleito,25,THIAGO PEREIRA DUARTE,ERECHIM
2018,88277,RONDINHA,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,RONDINHA
2018,86452,ESMERALDA,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,ESMERALDA
2018,86932,CHARQUEADAS,THIAGO PEREIRA DUARTE,DEM,Eleito,11,THIAGO PEREIRA DUARTE,CHARQUEADAS
2018,89370,TRÊS COROAS,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,TRES COROAS
2018,86860,LAJEADO DO BUGRE,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,LAJEADO DO BUGRE
2018,85910,CARAZINHO,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,CARAZINHO
2018,85693,CAMAQUÃ,NEIVA TERESINHA MARQUES,PTB,Eleito,20,KELLY MORAES,CAMAQUA
2018,85979,CATUÍPE,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,CATUIPE
2018,87068,MINAS DO LEÃO,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,80,ELIZANDRO SILVA DE FREITAS SABINO,MINAS DO LEAO
2018,85677,CAIÇARA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,3,ELIZANDRO SILVA DE FREITAS SABINO,CAICARA
2018,86878,GUAPORÉ,DIRCEU FRANCISCON,PTB,Eleito,428,DIRCEU FRANCISCON,GUAPORE
2018,88650,SÃO FRANCISCO DE ASSIS,DIRCEU FRANCISCON,PTB,Eleito,5,DIRCEU FRANCISCON,SAO FRANCISCO DE ASSIS
2018,88412,SANTA MARIA,DIRCEU FRANCISCON,PTB,Eleito,39,DIRCEU FRANCISCON,SANTA MARIA
2018,86932,CHARQUEADAS,DIRCEU FRANCISCON,PTB,Eleito,5,DIRCEU FRANCISCON,CHARQUEADAS
2018,84867,GUABIJU,DIRCEU FRANCISCON,PTB,Eleito,27,DIRCEU FRANCISCON,GUABIJU
2018,88064,VALE DO SOL,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,VALE DO SOL
2018,87181,NICOLAU VERGUEIRO,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,NICOLAU VERGUEIRO
2018,85022,ERNESTINA,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,ERNESTINA
2018,85774,CAMPO BOM,JUVIR COSTELLA,MDB,Eleito,25,JUVIR COSTELLA,CAMPO BOM
2018,87807,SÃO PEDRO DA SERRA,EDSON MEURER BRUM,MDB,Eleito,3,EDIVILSON MEURER BRUM,SAO PEDRO DA SERRA
2018,89613,VIADUTOS,DIRCEU FRANCISCON,PTB,Eleito,288,DIRCEU FRANCISCON,VIADUTOS
2018,88013,PORTO ALEGRE,DIRCEU FRANCISCON,PTB,Eleito,55,DIRCEU FRANCISCON,PORTO ALEGRE
2018,88455,SANT'ANA DO LIVRAMENTO,DIRCEU FRANCISCON,PTB,Eleito,3,DIRCEU FRANCISCON,SANT'ANA DO LIVRAMENTO
2018,87459,MAXIMILIANO DE ALMEIDA,EDSON MEURER BRUM,MDB,Eleito,163,EDIVILSON MEURER BRUM,MAXIMILIANO DE ALMEIDA
2018,88900,TOROPI,EDSON MEURER BRUM,MDB,Eleito,117,EDIVILSON MEURER BRUM,TOROPI
2018,89613,VIADUTOS,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,VIADUTOS
2018,88013,PORTO ALEGRE,NEIVA TERESINHA MARQUES,PTB,Eleito,14,KELLY MORAES,PORTO ALEGRE
2018,88242,FLORIANO PEIXOTO,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,FLORIANO PEIXOTO
2018,85987,PARAÍSO DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,43,KELLY MORAES,PARAISO DO SUL
2018,86908,LINDOLFO COLLOR,NEIVA TERESINHA MARQUES,PTB,Eleito,16,KELLY MORAES,LINDOLFO COLLOR
2018,85561,SALDANHA MARINHO,DIRCEU FRANCISCON,PTB,Eleito,19,DIRCEU FRANCISCON,SALDANHA MARINHO
2018,88919,SÃO PEDRO DO SUL,VILMAR LOURENÇO,PSL,Eleito,2,VILMAR LOURENCO,SAO PEDRO DO SUL
2018,84891,CAPELA DE SANTANA,VILMAR LOURENÇO,PSL,Eleito,12,VILMAR LOURENCO,CAPELA DE SANTANA
2018,89540,PINTO BANDEIRA,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,30,RUY IRIGARAY,PINTO BANDEIRA
2018,84956,SILVEIRA MARTINS,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,4,RUY IRIGARAY,SILVEIRA MARTINS
2018,87190,JACUTINGA,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,48,RUY IRIGARAY,JACUTINGA
2018,87882,SENTINELA DO SUL,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,SENTINELA DO SUL
2018,88900,TOROPI,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,TOROPI
2018,85014,AGUDO,THIAGO PEREIRA DUARTE,DEM,Eleito,47,THIAGO PEREIRA DUARTE,AGUDO
2018,84964,IBIRAPUITÃ,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,IBIRAPUITA
2018,87459,MAXIMILIANO DE ALMEIDA,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,MAXIMILIANO DE ALMEIDA
2018,87823,SÃO PEDRO DO BUTIÁ,THIAGO PEREIRA DUARTE,DEM,Eleito,4,THIAGO PEREIRA DUARTE,SAO PEDRO DO BUTIA
2018,88080,VALE REAL,THIAGO PEREIRA DUARTE,DEM,Eleito,3,THIAGO PEREIRA DUARTE,VALE REAL
2018,85561,SALDANHA MARINHO,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,SALDANHA MARINHO
2018,89214,TAPEJARA,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,TAPEJARA
2018,86258,DOIS IRMÃOS,VILMAR LOURENÇO,PSL,Eleito,139,VILMAR LOURENCO,DOIS IRMAOS
2018,87262,NOVO BARREIRO,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,34,RUY IRIGARAY,NOVO BARREIRO
2018,88170,RIO PARDO,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,172,RUY IRIGARAY,RIO PARDO
2018,84786,JABOTICABA,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,30,RUY IRIGARAY,JABOTICABA
2018,89770,COTIPORÃ,ERIC LINS GRILO,DEM,Eleito,5,ERIC LINS,COTIPORA
2018,85910,CARAZINHO,ERIC LINS GRILO,DEM,Eleito,72,ERIC LINS,CARAZINHO
2018,87955,PIRATINI,ERIC LINS GRILO,DEM,Eleito,1,ERIC LINS,PIRATINI
2018,87181,NICOLAU VERGUEIRO,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,NICOLAU VERGUEIRO
2018,87840,SÃO VALENTIM DO SUL,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,SAO VALENTIM DO SUL
2018,86240,ELDORADO DO SUL,THIAGO PEREIRA DUARTE,DEM,Eleito,37,THIAGO PEREIRA DUARTE,ELDORADO DO SUL
2018,85871,CANGUÇU,THIAGO PEREIRA DUARTE,DEM,Eleito,2,THIAGO PEREIRA DUARTE,CANGUCU
2018,85642,VILA MARIA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,13,TENENTE CORONEL ZUCCO,VILA MARIA
2018,86274,DOM FELICIANO,LUCIANO LORENZINI ZUCCO,PSL,Eleito,104,TENENTE CORONEL ZUCCO,DOM FELICIANO
2018,87025,MATO CASTELHANO,LUCIANO LORENZINI ZUCCO,PSL,Eleito,35,TENENTE CORONEL ZUCCO,MATO CASTELHANO
2018,86878,GUAPORÉ,THIAGO PEREIRA DUARTE,DEM,Eleito,7,THIAGO PEREIRA DUARTE,GUAPORE
2018,87939,PINHEIRO MACHADO,THIAGO PEREIRA DUARTE,DEM,Eleito,1,THIAGO PEREIRA DUARTE,PINHEIRO MACHADO
2018,88838,SÃO MARCOS,ERIC LINS GRILO,DEM,Eleito,13,ERIC LINS,SAO MARCOS
2018,85138,ANTA GORDA,ERIC LINS GRILO,DEM,Eleito,1,ERIC LINS,ANTA GORDA
2018,88161,BOA VISTA DO SUL,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,BOA VISTA DO SUL
2018,87483,PORTO VERA CRUZ,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,PORTO VERA CRUZ
2018,85502,GLORINHA,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,GLORINHA
2018,85880,CASEIROS,ERIC LINS GRILO,DEM,Eleito,3,ERIC LINS,CASEIROS
