Ano de eleição,Código município,Município,Nome candidato,Partido,Situação totalização,Votos nominais,Nome_deputado_padronizado,MUNICIPIO PADRONIZADO
2018,88919,SÃO PEDRO DO SUL,LUIZ FERNANDO MAINARDI,PT,Eleito,36,LUIZ FERNANDO MAINARDI,SAO PEDRO DO SUL
2018,87165,MULITERNO,SOFIA CAVEDON NUNES,PT,Eleito,1,SOFIA CAVEDON NUNES,MULITERNO
2018,85898,CANOAS,NEIVA TERESINHA MARQUES,PTB,Eleito,18,KELLY MORAES,CANOAS
2018,86614,FLORES DA CUNHA,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,FLORES DA CUNHA
2018,88935,SÃO SEBASTIÃO DO CAÍ,JOÃO EDEGAR PRETTO,PT,Eleito,29,EDEGAR PRETTO,SAO SEBASTIAO DO CAI
2018,88935,SÃO SEBASTIÃO DO CAÍ,SOFIA CAVEDON NUNES,PT,Eleito,15,SOFIA CAVEDON NUNES,SAO SEBASTIAO DO CAI
2018,87378,MARAU,JOÃO EDEGAR PRETTO,PT,Eleito,39,EDEGAR PRETTO,MARAU
2018,86070,CIRÍACO,JOÃO EDEGAR PRETTO,PT,Eleito,44,EDEGAR PRETTO,CIRIACO
2018,87742,SÃO JOSÉ DO INHACORÁ,LUIZ FERNANDO MAINARDI,PT,Eleito,7,LUIZ FERNANDO MAINARDI,SAO JOSE DO INHACORA
2018,88463,DOM PEDRO DE ALCÂNTARA,GILBERTO JOSE SPIER VARGAS,PT,Eleito,4,GILBERTO JOSE SPIER VARGAS,DOM PEDRO DE ALCANTARA
2018,86916,HORIZONTINA,GILBERTO JOSE SPIER VARGAS,PT,Eleito,0,GILBERTO JOSE SPIER VARGAS,HORIZONTINA
2018,88080,VALE REAL,GILBERTO JOSE SPIER VARGAS,PT,Eleito,681,GILBERTO JOSE SPIER VARGAS,VALE REAL
2018,87734,OSÓRIO,NEIVA TERESINHA MARQUES,PTB,Eleito,8,KELLY MORAES,OSORIO
2018,87840,SÃO VALENTIM DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,SAO VALENTIM DO SUL
2018,88625,BARRA DO QUARAÍ,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,0,ELIZANDRO SILVA DE FREITAS SABINO,BARRA DO QUARAI
2018,86690,GARIBALDI,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,112,ELIZANDRO SILVA DE FREITAS SABINO,GARIBALDI
2018,87025,MATO CASTELHANO,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,18,ELIZANDRO SILVA DE FREITAS SABINO,MATO CASTELHANO
2018,89311,TENENTE PORTELA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,28,ELIZANDRO SILVA DE FREITAS SABINO,TENENTE PORTELA
2018,87696,NOVA PRATA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,42,ELIZANDRO SILVA DE FREITAS SABINO,NOVA PRATA
2018,88650,SÃO FRANCISCO DE ASSIS,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,173,ELIZANDRO SILVA DE FREITAS SABINO,SAO FRANCISCO DE ASSIS
2018,88978,SÃO VALENTIM,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,3,ELIZANDRO SILVA DE FREITAS SABINO,SAO VALENTIM
2018,87459,MAXIMILIANO DE ALMEIDA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,7,ELIZANDRO SILVA DE FREITAS SABINO,MAXIMILIANO DE ALMEIDA
2018,85499,BOSSOROCA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,60,ELIZANDRO SILVA DE FREITAS SABINO,BOSSOROCA
2018,89311,TENENTE PORTELA,DIRCEU FRANCISCON,PTB,Eleito,0,DIRCEU FRANCISCON,TENENTE PORTELA
2018,87599,NOVA ARAÇÁ,DIRCEU FRANCISCON,PTB,Eleito,18,DIRCEU FRANCISCON,NOVA ARACA
2018,86690,GARIBALDI,NEIVA TERESINHA MARQUES,PTB,Eleito,7,KELLY MORAES,GARIBALDI
2018,85499,BOSSOROCA,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,BOSSOROCA
2018,86932,CHARQUEADAS,JUVIR COSTELLA,MDB,Eleito,144,JUVIR COSTELLA,CHARQUEADAS
2018,87696,NOVA PRATA,JUVIR COSTELLA,MDB,Eleito,4,JUVIR COSTELLA,NOVA PRATA
2018,87939,PINHEIRO MACHADO,EDSON MEURER BRUM,MDB,Eleito,2,EDIVILSON MEURER BRUM,PINHEIRO MACHADO
2018,88250,RONDA ALTA,DIRCEU FRANCISCON,PTB,Eleito,43,DIRCEU FRANCISCON,RONDA ALTA
2018,88811,SÃO LUIZ GONZAGA,DIRCEU FRANCISCON,PTB,Eleito,107,DIRCEU FRANCISCON,SAO LUIZ GONZAGA
2018,88587,JARI,SOFIA CAVEDON NUNES,PT,Eleito,1,SOFIA CAVEDON NUNES,JARI
2018,88161,BOA VISTA DO SUL,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,BOA VISTA DO SUL
2018,87840,SÃO VALENTIM DO SUL,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,SAO VALENTIM DO SUL
2018,85332,BARÃO DE COTEGIPE,SOFIA CAVEDON NUNES,PT,Eleito,1,SOFIA CAVEDON NUNES,BARAO DE COTEGIPE
2018,88390,SANTA CRUZ DO SUL,SOFIA CAVEDON NUNES,PT,Eleito,20,SOFIA CAVEDON NUNES,SANTA CRUZ DO SUL
2018,87483,PORTO VERA CRUZ,SOFIA CAVEDON NUNES,PT,Eleito,0,SOFIA CAVEDON NUNES,PORTO VERA CRUZ
2018,88064,VALE DO SOL,SOFIA CAVEDON NUNES,PT,Eleito,6,SOFIA CAVEDON NUNES,VALE DO SOL
2018,85669,TAQUARUÇU DO SUL,GERSON BURMANN,PDT,Eleito,3,GERSON BURMANN,TAQUARUCU DO SUL
2018,87262,NOVO BARREIRO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,0,LUIS ROGERIO MARENCO FERRÂN,NOVO BARREIRO
2018,84905,JAQUIRANA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,10,LUIS ROGERIO MARENCO FERRÂN,JAQUIRANA
2018,85669,TAQUARUÇU DO SUL,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,1,LUIS ROGERIO MARENCO FERRÂN,TAQUARUCU DO SUL
2018,85286,ESTAÇÃO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,10,LUIS ROGERIO MARENCO FERRÂN,ESTACAO
2018,89737,CAPÃO DO LEÃO,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,147,LUIS ROGERIO MARENCO FERRÂN,CAPAO DO LEAO
2018,84956,SILVEIRA MARTINS,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,4,LUIS ROGERIO MARENCO FERRÂN,SILVEIRA MARTINS
2018,88692,SÃO GABRIEL,DIRCEU FRANCISCON,PTB,Eleito,4,DIRCEU FRANCISCON,SAO GABRIEL
2018,87858,PASSO FUNDO,DIRCEU FRANCISCON,PTB,Eleito,483,DIRCEU FRANCISCON,PASSO FUNDO
2018,85286,ESTAÇÃO,DIRCEU FRANCISCON,PTB,Eleito,82,DIRCEU FRANCISCON,ESTACAO
2018,85588,SÃO JOSÉ DO HERVAL,EDSON MEURER BRUM,MDB,Eleito,31,EDIVILSON MEURER BRUM,SAO JOSE DO HERVAL
2018,84956,SILVEIRA MARTINS,DIRCEU FRANCISCON,PTB,Eleito,0,DIRCEU FRANCISCON,SILVEIRA MARTINS
2018,89672,PALMARES DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,PALMARES DO SUL
2018,86380,BARRA DO RIO AZUL,EDSON MEURER BRUM,MDB,Eleito,0,EDIVILSON MEURER BRUM,BARRA DO RIO AZUL
2018,86371,ERECHIM,EDSON MEURER BRUM,MDB,Eleito,15,EDIVILSON MEURER BRUM,ERECHIM
2018,87858,PASSO FUNDO,NEIVA TERESINHA MARQUES,PTB,Eleito,4,KELLY MORAES,PASSO FUNDO
2018,87726,SÃO JOSÉ DOS AUSENTES,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,SAO JOSE DOS AUSENTES
2018,88811,SÃO LUIZ GONZAGA,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,SAO LUIZ GONZAGA
2018,89656,VICENTE DUTRA,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,VICENTE DUTRA
2018,86843,ITAPUCA,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,ITAPUCA
2018,86487,CANDIOTA,NEIVA TERESINHA MARQUES,PTB,Eleito,1,KELLY MORAES,CANDIOTA
2018,89630,VIAMÃO,NEIVA TERESINHA MARQUES,PTB,Eleito,5,KELLY MORAES,VIAMAO
2018,84832,SÃO DOMINGOS DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,SAO DOMINGOS DO SUL
2018,88234,ROLANTE,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,ROLANTE
2018,88200,CAPIVARI DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,CAPIVARI DO SUL
2018,87050,IJUÍ,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,IJUI
2018,87033,IGREJINHA,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,IGREJINHA
2018,88714,SÃO JERÔNIMO,DIRCEU FRANCISCON,PTB,Eleito,1,DIRCEU FRANCISCON,SAO JERONIMO
2018,86240,ELDORADO DO SUL,DIRCEU FRANCISCON,PTB,Eleito,17,DIRCEU FRANCISCON,ELDORADO DO SUL
2018,98213,TEUTÔNIA,DIRCEU FRANCISCON,PTB,Eleito,307,DIRCEU FRANCISCON,TEUTONIA
2018,89524,WESTFALIA,DIRCEU FRANCISCON,PTB,Eleito,17,DIRCEU FRANCISCON,WESTFALIA
2018,89710,TAVARES,DIRCEU FRANCISCON,PTB,Eleito,12,DIRCEU FRANCISCON,TAVARES
2018,89532,VACARIA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,146,LUIS ROGERIO MARENCO FERRÂN,VACARIA
2018,89273,TAQUARA,LUIS ROGERIO MARENCO FERRAN,PDT,Eleito,99,LUIS ROGERIO MARENCO FERRÂN,TAQUARA
2018,86240,ELDORADO DO SUL,FRANCIS SOMENSI,PRB,Eleito,8,FRAN SOMENSI,ELDORADO DO SUL
2018,87955,PIRATINI,FRANCIS SOMENSI,PRB,Eleito,1,FRAN SOMENSI,PIRATINI
2018,88749,VILA LÂNGARO,FRANCIS SOMENSI,PRB,Eleito,0,FRAN SOMENSI,VILA LANGARO
2018,87041,MATO LEITÃO,DIRCEU FRANCISCON,PTB,Eleito,0,DIRCEU FRANCISCON,MATO LEITAO
2018,85898,CANOAS,NEIVA TERESINHA MARQUES,PTB,Eleito,37,KELLY MORAES,CANOAS
2018,87319,LAVRAS DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,1,KELLY MORAES,LAVRAS DO SUL
2018,89486,SÃO PEDRO DAS MISSÕES,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,SAO PEDRO DAS MISSOES
2018,86312,DONA FRANCISCA,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,DONA FRANCISCA
2018,88188,DILERMANDO DE AGUIAR,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,DILERMANDO DE AGUIAR
2018,86479,ESPUMOSO,NEIVA TERESINHA MARQUES,PTB,Eleito,15,KELLY MORAES,ESPUMOSO
2018,88226,NOVA CANDELÁRIA,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,NOVA CANDELARIA
2018,85090,ALPESTRE,ERIC LINS GRILO,DEM,Eleito,6,ERIC LINS,ALPESTRE
2018,89311,TENENTE PORTELA,ERIC LINS GRILO,DEM,Eleito,3,ERIC LINS,TENENTE PORTELA
2018,86207,SANTA MARIA DO HERVAL,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,SANTA MARIA DO HERVAL
2018,88056,PORTO XAVIER,ERIC LINS GRILO,DEM,Eleito,4,ERIC LINS,PORTO XAVIER
2018,88307,DOUTOR RICARDO,DALCISO EBERHARDT DE OLIVEIRA,PSB,Eleito,0,DALCISO OLIVEIRA,DOUTOR RICARDO
2018,87440,PONTE PRETA,ELIZANDRO SILVA DE FREITAS SABINO,PTB,Eleito,0,ELIZANDRO SILVA DE FREITAS SABINO,PONTE PRETA
2018,85820,MONTAURI,DIRCEU FRANCISCON,PTB,Eleito,382,DIRCEU FRANCISCON,MONTAURI
2018,86690,GARIBALDI,DIRCEU FRANCISCON,PTB,Eleito,309,DIRCEU FRANCISCON,GARIBALDI
2018,89389,QUATRO IRMÃOS,DIRCEU FRANCISCON,PTB,Eleito,76,DIRCEU FRANCISCON,QUATRO IRMAOS
2018,85421,POUSO NOVO,DIRCEU FRANCISCON,PTB,Eleito,140,DIRCEU FRANCISCON,POUSO NOVO
2018,89028,ARROIO DO PADRE,DIRCEU FRANCISCON,PTB,Eleito,0,DIRCEU FRANCISCON,ARROIO DO PADRE
2018,86207,SANTA MARIA DO HERVAL,JUVIR COSTELLA,MDB,Eleito,15,JUVIR COSTELLA,SANTA MARIA DO HERVAL
2018,84867,GUABIJU,EDSON MEURER BRUM,MDB,Eleito,14,EDIVILSON MEURER BRUM,GUABIJU
2018,89281,LAGOA BONITA DO SUL,EDSON MEURER BRUM,MDB,Eleito,7,EDIVILSON MEURER BRUM,LAGOA BONITA DO SUL
2018,88641,CERRITO,DIRCEU FRANCISCON,PTB,Eleito,2,DIRCEU FRANCISCON,CERRITO
2018,85642,VILA MARIA,EDSON MEURER BRUM,MDB,Eleito,1,EDIVILSON MEURER BRUM,VILA MARIA
2018,88412,SANTA MARIA,EDSON MEURER BRUM,MDB,Eleito,203,EDIVILSON MEURER BRUM,SANTA MARIA
2018,85499,BOSSOROCA,EDSON MEURER BRUM,MDB,Eleito,2,EDIVILSON MEURER BRUM,BOSSOROCA
2018,86371,ERECHIM,EDSON MEURER BRUM,MDB,Eleito,12,EDIVILSON MEURER BRUM,ERECHIM
2018,87556,NÃO-ME-TOQUE,NEIVA TERESINHA MARQUES,PTB,Eleito,1,KELLY MORAES,NAO-ME-TOQUE
2018,88552,SANTO ANTÔNIO DA PATRULHA,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,SANTO ANTONIO DA PATRULHA
2018,88013,PORTO ALEGRE,NEIVA TERESINHA MARQUES,PTB,Eleito,9,KELLY MORAES,PORTO ALEGRE
2018,89567,PEDRAS ALTAS,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,PEDRAS ALTAS
2018,89400,ROLADOR,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,ROLADOR
2018,89460,SÃO JOSÉ DO SUL,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,SAO JOSE DO SUL
2018,88781,VESPASIANO CORRÊA,NEIVA TERESINHA MARQUES,PTB,Eleito,2,KELLY MORAES,VESPASIANO CORREA
2018,85936,CARLOS BARBOSA,NEIVA TERESINHA MARQUES,PTB,Eleito,0,KELLY MORAES,CARLOS BARBOSA
2018,88153,RIO GRANDE,NEIVA TERESINHA MARQUES,PTB,Eleito,3,KELLY MORAES,RIO GRANDE
2018,87319,LAVRAS DO SUL,DIRCEU FRANCISCON,PTB,Eleito,0,DIRCEU FRANCISCON,LAVRAS DO SUL
2018,88447,MAÇAMBARÁ,VILMAR LOURENÇO,PSL,Eleito,1,VILMAR LOURENCO,MACAMBARA
2018,87467,PORTO MAUÁ,VILMAR LOURENÇO,PSL,Eleito,0,VILMAR LOURENCO,PORTO MAUA
2018,86746,GENTIL,VILMAR LOURENÇO,PSL,Eleito,0,VILMAR LOURENCO,GENTIL
2018,89443,SANTA MARGARIDA DO SUL,VILMAR LOURENÇO,PSL,Eleito,0,VILMAR LOURENCO,SANTA MARGARIDA DO SUL
2018,85014,AGUDO,ERIC LINS GRILO,DEM,Eleito,3,ERIC LINS,AGUDO
2018,86916,HORIZONTINA,ERIC LINS GRILO,DEM,Eleito,9,ERIC LINS,HORIZONTINA
2018,88366,FAZENDA VILANOVA,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,FAZENDA VILANOVA
2018,88498,SANTA VITÓRIA DO PALMAR,ERIC LINS GRILO,DEM,Eleito,13,ERIC LINS,SANTA VITORIA DO PALMAR
2018,87599,NOVA ARAÇÁ,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,NOVA ARACA
2018,86185,MORRO REDONDO,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,MORRO REDONDO
2018,87807,SÃO PEDRO DA SERRA,THIAGO PEREIRA DUARTE,DEM,Eleito,2,THIAGO PEREIRA DUARTE,SAO PEDRO DA SERRA
2018,88463,DOM PEDRO DE ALCÂNTARA,THIAGO PEREIRA DUARTE,DEM,Eleito,1,THIAGO PEREIRA DUARTE,DOM PEDRO DE ALCANTARA
2018,88064,VALE DO SOL,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,VALE DO SOL
2018,89060,BOA VISTA DO INCRA,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,BOA VISTA DO INCRA
2018,87122,MORRINHOS DO SUL,ERIC LINS GRILO,DEM,Eleito,1,ERIC LINS,MORRINHOS DO SUL
2018,86479,ESPUMOSO,ERIC LINS GRILO,DEM,Eleito,1,ERIC LINS,ESPUMOSO
2018,86860,LAJEADO DO BUGRE,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,LAJEADO DO BUGRE
2018,85693,CAMAQUÃ,ERIC LINS GRILO,DEM,Eleito,21,ERIC LINS,CAMAQUA
2018,86886,LAGOA DOS TRÊS CANTOS,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,LAGOA DOS TRES CANTOS
2018,85898,CANOAS,THIAGO PEREIRA DUARTE,DEM,Eleito,140,THIAGO PEREIRA DUARTE,CANOAS
2018,85073,ALEGRETE,VILMAR LOURENÇO,PSL,Eleito,12,VILMAR LOURENCO,ALEGRETE
2018,89567,PEDRAS ALTAS,VILMAR LOURENÇO,PSL,Eleito,2,VILMAR LOURENCO,PEDRAS ALTAS
2018,87521,QUEVEDOS,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,10,RUY IRIGARAY,QUEVEDOS
2018,86479,ESPUMOSO,THIAGO PEREIRA DUARTE,DEM,Eleito,57,THIAGO PEREIRA DUARTE,ESPUMOSO
2018,86622,CORONEL BARROS,LUCIANO LORENZINI ZUCCO,PSL,Eleito,29,TENENTE CORONEL ZUCCO,CORONEL BARROS
2018,89028,ARROIO DO PADRE,LUCIANO LORENZINI ZUCCO,PSL,Eleito,29,TENENTE CORONEL ZUCCO,ARROIO DO PADRE
2018,87696,NOVA PRATA,THIAGO PEREIRA DUARTE,DEM,Eleito,12,THIAGO PEREIRA DUARTE,NOVA PRATA
2018,86320,ARAMBARÉ,THIAGO PEREIRA DUARTE,DEM,Eleito,42,THIAGO PEREIRA DUARTE,ARAMBARE
2018,86240,ELDORADO DO SUL,ERIC LINS GRILO,DEM,Eleito,12,ERIC LINS,ELDORADO DO SUL
2018,84840,TUNAS,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,TUNAS
2018,85626,IVORÁ,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,IVORA
2018,98213,TEUTÔNIA,THIAGO PEREIRA DUARTE,DEM,Eleito,11,THIAGO PEREIRA DUARTE,TEUTONIA
2018,89338,TORRES,THIAGO PEREIRA DUARTE,DEM,Eleito,29,THIAGO PEREIRA DUARTE,TORRES
2018,85243,IPIRANGA DO SUL,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,IPIRANGA DO SUL
2018,86215,CRUZEIRO DO SUL,THIAGO PEREIRA DUARTE,DEM,Eleito,4,THIAGO PEREIRA DUARTE,CRUZEIRO DO SUL
2018,88226,NOVA CANDELÁRIA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,8,TENENTE CORONEL ZUCCO,NOVA CANDELARIA
2018,88900,TOROPI,THIAGO PEREIRA DUARTE,DEM,Eleito,0,THIAGO PEREIRA DUARTE,TOROPI
2018,86223,BARÃO,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,BARAO
2018,87610,NOVA BASSANO,VILMAR LOURENÇO,PSL,Eleito,5,VILMAR LOURENCO,NOVA BASSANO
2018,85545,ALEGRIA,VILMAR LOURENÇO,PSL,Eleito,0,VILMAR LOURENCO,ALEGRIA
2018,88307,DOUTOR RICARDO,RUY SANTIAGO IRIGARAY JUNIOR,PSL,Eleito,11,RUY IRIGARAY,DOUTOR RICARDO
2018,87866,SÃO VALÉRIO DO SUL,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,SAO VALERIO DO SUL
2018,89478,TUPANCIRETÃ,LUCIANO LORENZINI ZUCCO,PSL,Eleito,350,TENENTE CORONEL ZUCCO,TUPANCIRETA
2018,85600,VISTA ALEGRE,APARECIDO MACEDO,PSL,Eleito,0,CAPITAO MACEDO,VISTA ALEGRE
2018,88390,SANTA CRUZ DO SUL,VILMAR LOURENÇO,PSL,Eleito,24,VILMAR LOURENCO,SANTA CRUZ DO SUL
2018,98213,TEUTÔNIA,VILMAR LOURENÇO,PSL,Eleito,22,VILMAR LOURENCO,TEUTONIA
2018,85359,BARRACÃO,VILMAR LOURENÇO,PSL,Eleito,4,VILMAR LOURENCO,BARRACAO
2018,88439,SANTANA DA BOA VISTA,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,30,PEDRO OZORIO PEREIRA,SANTANA DA BOA VISTA
2018,88757,SÃO JOSÉ DO OURO,APARECIDO MACEDO,PSL,Eleito,1,CAPITAO MACEDO,SAO JOSE DO OURO
2018,85650,CAIBATÉ,APARECIDO MACEDO,PSL,Eleito,45,CAPITAO MACEDO,CAIBATE
2018,88331,SALVADOR DO SUL,APARECIDO MACEDO,PSL,Eleito,13,CAPITAO MACEDO,SALVADOR DO SUL
2018,88501,TURUÇU,APARECIDO MACEDO,PSL,Eleito,1,CAPITAO MACEDO,TURUCU
2018,86304,AMETISTA DO SUL,APARECIDO MACEDO,PSL,Eleito,4,CAPITAO MACEDO,AMETISTA DO SUL
2018,86118,CONDOR,APARECIDO MACEDO,PSL,Eleito,8,CAPITAO MACEDO,CONDOR
2018,87335,LIBERATO SALZANO,LUCIANO LORENZINI ZUCCO,PSL,Eleito,15,TENENTE CORONEL ZUCCO,LIBERATO SALZANO
2018,87904,SÉRIO,LUCIANO LORENZINI ZUCCO,PSL,Eleito,4,TENENTE CORONEL ZUCCO,SERIO
2018,84930,FAGUNDES VARELA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,17,TENENTE CORONEL ZUCCO,FAGUNDES VARELA
2018,87130,ITAQUI,LUCIANO LORENZINI ZUCCO,PSL,Eleito,723,TENENTE CORONEL ZUCCO,ITAQUI
2018,87785,SÃO MARTINHO DA SERRA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,67,TENENTE CORONEL ZUCCO,SAO MARTINHO DA SERRA
2018,89354,TRAMANDAÍ,LUCIANO LORENZINI ZUCCO,PSL,Eleito,1422,TENENTE CORONEL ZUCCO,TRAMANDAI
2018,87629,SANTA TEREZA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,6,TENENTE CORONEL ZUCCO,SANTA TEREZA
2018,87947,SINIMBU,LUCIANO LORENZINI ZUCCO,PSL,Eleito,21,TENENTE CORONEL ZUCCO,SINIMBU
2018,85480,SÃO MIGUEL DAS MISSÕES,APARECIDO MACEDO,PSL,Eleito,75,CAPITAO MACEDO,SAO MIGUEL DAS MISSOES
2018,88420,BENJAMIN CONSTANT DO SUL,APARECIDO MACEDO,PSL,Eleito,0,CAPITAO MACEDO,BENJAMIN CONSTANT DO SUL
2018,87130,ITAQUI,RODRIGO MARINI MARONI,PODE,Eleito,41,RODRIGO MARONI,ITAQUI
2018,89095,SERAFINA CORRÊA,RODRIGO MARINI MARONI,PODE,Eleito,6,RODRIGO MARONI,SERAFINA CORREA
2018,85413,BENTO GONÇALVES,RODRIGO MARINI MARONI,PODE,Eleito,88,RODRIGO MARONI,BENTO GONCALVES
2018,85863,VISTA ALEGRE DO PRATA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,2,TENENTE CORONEL ZUCCO,VISTA ALEGRE DO PRATA
2018,87343,PASSO DO SOBRADO,MATEUS JOSÉ DE LIMA WESP,PSDB,Eleito,0,MATEUS WESP,PASSO DO SOBRADO
2018,85499,BOSSOROCA,MATEUS JOSÉ DE LIMA WESP,PSDB,Eleito,0,MATEUS WESP,BOSSOROCA
2018,86185,MORRO REDONDO,MATEUS JOSÉ DE LIMA WESP,PSDB,Eleito,0,MATEUS WESP,MORRO REDONDO
2018,86606,COQUEIROS DO SUL,LUCIANO LORENZINI ZUCCO,PSL,Eleito,15,TENENTE CORONEL ZUCCO,COQUEIROS DO SUL
2018,89486,SÃO PEDRO DAS MISSÕES,LUCIANO LORENZINI ZUCCO,PSL,Eleito,1,TENENTE CORONEL ZUCCO,SAO PEDRO DAS MISSOES
2018,88307,DOUTOR RICARDO,LUCIANO LORENZINI ZUCCO,PSL,Eleito,13,TENENTE CORONEL ZUCCO,DOUTOR RICARDO
2018,89710,TAVARES,LUCIANO LORENZINI ZUCCO,PSL,Eleito,21,TENENTE CORONEL ZUCCO,TAVARES
2018,89133,SEVERIANO DE ALMEIDA,ERIC LINS GRILO,DEM,Eleito,0,ERIC LINS,SEVERIANO DE ALMEIDA
2018,88390,SANTA CRUZ DO SUL,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,5,PEDRO OZORIO PEREIRA,SANTA CRUZ DO SUL
2018,88951,SÃO SEPÉ,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,5,PEDRO OZORIO PEREIRA,SAO SEPE
2018,89524,WESTFALIA,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,WESTFALIA
2018,86240,ELDORADO DO SUL,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,9,PEDRO OZORIO PEREIRA,ELDORADO DO SUL
2018,85545,ALEGRIA,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,ALEGRIA
2018,88749,VILA LÂNGARO,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,VILA LANGARO
2018,85561,SALDANHA MARINHO,PEDRO OZÓRIO PEREIRA,PSDB,Eleito,0,PEDRO OZORIO PEREIRA,SALDANHA MARINHO
2018,87238,JAGUARI,MATEUS JOSÉ DE LIMA WESP,PSDB,Eleito,0,MATEUS WESP,JAGUARI
2018,88749,VILA LÂNGARO,MATEUS JOSÉ DE LIMA WESP,PSDB,Eleito,29,MATEUS WESP,VILA LANGARO
2018,86843,ITAPUCA,LUCIANO LORENZINI ZUCCO,PSL,Eleito,3,TENENTE CORONEL ZUCCO,ITAPUCA
2018,88013,PORTO ALEGRE,LUCIANO LORENZINI ZUCCO,PSL,Eleito,3581,TENENTE CORONEL ZUCCO,PORTO ALEGRE
